数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
002568.SZ,百润股份,20200618,42.0,42.17,42.33,41.35,42.4,-0.5425,33714.0,141292.89,-0.22999999999999687,上海,红黄酒,20110325,
002568.SZ,百润股份,20200617,44.63,42.4,44.63,41.45,44.63,-4.9966,87843.32,371874.356,-2.230000000000004,上海,红黄酒,20110325,
002568.SZ,百润股份,20200616,43.3,44.63,44.8,43.08,43.3,3.0716,39207.14,172981.831,1.3300000000000054,上海,红黄酒,20110325,
002568.SZ,百润股份,20200615,43.48,43.3,44.2,42.66,43.2,0.2315,32587.45,141255.738,0.09999999999999432,上海,红黄酒,20110325,
002568.SZ,百润股份,20200612,41.78,43.2,43.59,41.12,42.28,2.176,26824.5,114634.008,0.9200000000000017,上海,红黄酒,20110325,
002568.SZ,百润股份,20200611,43.48,42.28,43.79,41.81,43.25,-2.2428,37121.54,158332.149,-0.9699999999999989,上海,红黄酒,20110325,
002568.SZ,百润股份,20200610,42.68,43.25,43.8,42.21,42.36,2.101,45703.14,197331.942,0.8900000000000006,上海,红黄酒,20110325,
002568.SZ,百润股份,20200609,40.82,42.36,42.77,40.5,40.74,3.9764,51067.63,213461.159,1.6199999999999974,上海,红黄酒,20110325,
002568.SZ,百润股份,20200608,41.4,40.74,41.89,40.1,41.11,-0.9,52002.91,212171.874,-0.36999999999999744,上海,红黄酒,20110325,
002568.SZ,百润股份,20200605,41.95,41.11,42.31,40.63,41.74,-1.5093,42294.72,174417.249,-0.6300000000000026,上海,红黄酒,20110325,
002568.SZ,百润股份,20200604,41.52,41.74,42.48,40.8,41.82,-0.1913,58433.79,243038.223,-0.0799999999999983,上海,红黄酒,20110325,
002568.SZ,百润股份,20200603,41.08,41.82,42.2,40.63,41.37,1.0877,73508.95,305668.207,0.45000000000000284,上海,红黄酒,20110325,
002568.SZ,百润股份,20200602,46.06,41.37,46.06,41.37,45.97,-10.0065,97756.43,419597.315,-4.600000000000001,上海,红黄酒,20110325,
002568.SZ,百润股份,20200601,47.57,45.97,48.29,45.9,47.38,-2.9759,51542.69,239498.432,-1.4100000000000037,上海,红黄酒,20110325,
002568.SZ,百润股份,20200529,45.65,47.38,47.63,45.41,45.85,3.337,38467.45,179835.838,1.5300000000000011,上海,红黄酒,20110325,
002568.SZ,百润股份,20200528,44.55,45.85,45.88,44.06,45.02,1.8436,28260.01,127636.161,0.8299999999999983,上海,红黄酒,20110325,
002568.SZ,百润股份,20200527,45.39,45.02,46.68,44.71,45.0,0.0444,39942.14,181988.51,0.020000000000003126,上海,红黄酒,20110325,
002568.SZ,百润股份,20200526,45.59,45.0,46.0,44.69,45.01,-0.0222,33830.59,152781.214,-0.00999999999999801,上海,红黄酒,20110325,
002568.SZ,百润股份,20200525,45.18,45.01,45.85,43.5,44.39,1.3967,36213.62,161735.582,0.6199999999999974,上海,红黄酒,20110325,
002568.SZ,百润股份,20200522,45.9,44.39,46.2,43.8,45.49,-2.4181,43853.17,195773.512,-1.1000000000000014,上海,红黄酒,20110325,
002568.SZ,百润股份,20200521,45.75,45.49,46.7,44.75,45.75,-0.5683,34564.37,157274.593,-0.259999999999998,上海,红黄酒,20110325,
002568.SZ,百润股份,20200520,47.1,45.75,48.3,45.3,47.04,-2.7423,35684.03,165106.861,-1.2899999999999991,上海,红黄酒,20110325,
002568.SZ,百润股份,20200519,45.04,47.04,47.29,44.3,45.04,4.4405,37070.01,171612.482,2.0,上海,红黄酒,20110325,
002568.SZ,百润股份,20200518,45.15,45.04,46.68,44.68,45.22,-0.3981,40700.52,185219.041,-0.17999999999999972,上海,红黄酒,20110325,
002568.SZ,百润股份,20200515,44.45,45.22,45.92,43.5,44.8,0.9375,49999.38,222797.469,0.4200000000000017,上海,红黄酒,20110325,
002568.SZ,百润股份,20200514,42.16,44.8,44.88,42.0,42.6,5.1643,63684.61,279012.545,2.1999999999999957,上海,红黄酒,20110325,
002568.SZ,百润股份,20200513,40.98,42.6,43.23,40.98,41.47,2.7249,62461.27,264844.058,1.1300000000000026,上海,红黄酒,20110325,
002568.SZ,百润股份,20200512,41.01,41.47,41.89,40.0,40.43,2.5723,53580.77,220718.318,1.0399999999999991,上海,红黄酒,20110325,
002568.SZ,百润股份,20200511,40.87,40.43,41.78,40.05,40.39,0.099,46797.82,190738.898,0.03999999999999915,上海,红黄酒,20110325,
002568.SZ,百润股份,20200508,40.21,40.39,40.93,39.5,40.59,-0.4927,65606.23,264744.529,-0.20000000000000284,上海,红黄酒,20110325,
002568.SZ,百润股份,20200507,40.73,40.59,41.93,40.0,41.0,-1.0,46123.27,187581.01,-0.4099999999999966,上海,红黄酒,20110325,
002568.SZ,百润股份,20200506,38.76,41.0,41.25,38.65,39.15,4.7254,60773.61,243480.37,1.8500000000000014,上海,红黄酒,20110325,
002568.SZ,百润股份,20200430,39.0,39.15,41.2,38.49,40.55,-3.4525,74878.01,295795.027,-1.3999999999999986,上海,红黄酒,20110325,
002568.SZ,百润股份,20200429,38.73,40.55,41.69,38.21,38.6,5.0518,106202.35,428634.12,1.9499999999999957,上海,红黄酒,20110325,
002568.SZ,百润股份,20200428,36.16,38.6,38.6,35.83,36.14,6.8069,85562.97,321525.121,2.460000000000001,上海,红黄酒,20110325,
002568.SZ,百润股份,20200427,35.03,36.14,36.48,35.03,35.73,1.1475,91248.55,327511.358,0.4100000000000037,上海,红黄酒,20110325,
002568.SZ,百润股份,20200424,35.0,35.73,35.73,35.0,32.48,10.0062,84716.02,301859.876,3.25,上海,红黄酒,20110325,
