数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh688520,N神州,2020-06-22,85.0,89.99,72.85,73.07,25.64,33516983.0,2735216463.0
sh688520,神州细胞,2020-06-23,70.0,71.83,67.18,71.3,73.07,19050823.0,1327787308.0
