 ˝æ›”…w0x7ce’˚¿Ì
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,«∞ ’≈Ãº€,∏¥»®“Ú◊”,≥…Ωª¡ø,≥…Ωª∂Ó,≤®∂Ø,µÿ«¯,––“µ,…œ –»’∆⁄,ÕÀ –»’∆⁄
002507.SZ,∏¢¡Í’•≤À,20200618,34.1,34.37,34.88,33.7,33.9,1.3864,100091.54,343853.867,0.46999999999999886,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200617,33.6845,33.9026,33.9323,33.506,33.6845,0.6475,72544.7,246975.607,0.21809999999999974,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200616,33.2979,33.6845,33.7737,33.1095,33.2979,1.161,87847.3,297684.924,0.3866000000000014,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200615,33.2681,33.2979,33.8233,32.9906,33.2582,0.1194,95476.87,321952.225,0.039699999999996294,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200612,32.713,33.2582,33.4267,32.4652,33.0798,0.5393,98390.65,328560.366,0.17840000000000344,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200611,34.0513,33.0798,34.0513,32.8121,33.8827,-2.3696,129102.62,433612.963,-0.8029000000000011,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200610,33.4069,33.8827,34.0017,33.2186,33.3573,1.5751,104467.27,355552.75,0.5253999999999976,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200609,32.7229,33.3573,33.8431,32.5742,32.6139,2.2794,130100.4,435520.158,0.7434000000000012,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200608,33.7737,32.6139,34.0413,32.3066,33.7439,-3.3488,188189.37,623779.859,-1.1299999999999955,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200605,34.0909,33.7439,34.1999,33.3871,34.1008,-1.0466,75015.33,254969.145,-0.3569000000000031,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200604,34.2892,34.1008,34.3982,33.6646,34.2892,-0.5494,113871.34,390194.81,-0.18840000000000146,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200603,34.4577,34.2892,35.0128,33.9819,34.5469,-0.7459,94855.39,329541.519,-0.2576999999999998,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200602,36.1925,34.5469,36.4899,34.4478,36.0438,-4.153,164631.2,580731.187,-1.4968999999999966,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200601,36.0537,36.0438,36.6386,35.5184,35.8653,0.4977,115312.36,419211.029,0.17849999999999966,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200529,34.418,35.8653,36.1925,34.418,34.5667,3.7568,120694.06,432715.259,1.2986000000000004,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200528,34.6064,34.5667,35.3499,33.8629,34.4973,0.2012,92208.86,321193.891,0.06939999999999458,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200527,35.9347,34.4973,36.0636,34.4478,35.7959,-3.6278,81831.61,289726.106,-1.2986000000000004,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200526,35.4391,35.7959,36.1132,34.7253,35.2408,1.5752,122522.08,439849.472,0.555100000000003,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200525,33.9819,35.2408,35.5184,33.6349,33.9026,3.9472,123305.39,434897.279,1.3382000000000005,÷ÿ«Ï, ≥∆∑,20101123,
002507.SZ,∏¢¡Í’•≤À,20200522,34.6857,33.9026,34.9038,33.4862,34.4775,-1.6675,91025.03,313199.352,-0.5748999999999995,÷ÿ«Ï, ≥∆∑,20101123,
