数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh688555,N泽达,2020-06-23,75.1,84.84,75.1,80.38,19.49,14364727.0,1153270600.0
sh688555,泽达易盛,2020-06-24,81.0,86.28,77.98,81.62,80.38,10376406.0,845599010.0
sh688555,泽达易盛,2020-06-30,78.56,80.2,76.5,78.0,78.09,5305899.0,413873997.0
