数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
605166.SH,聚合顺,20200618,8.46,10.15,10.15,8.46,7.05,43.9716,2488.64,2522.59,3.1000000000000005,浙江,化工原料,20200618,
sh605166,聚合顺,2020-06-22,12.29,12.29,12.29,12.29,11.17,212333.0,2609573.0
sh605166,聚合顺,2020-06-23,13.52,13.52,13.52,13.52,12.29,162399.0,2195634.0
sh605166,聚合顺,2020-06-24,14.87,14.87,14.87,14.87,13.52,360452.0,5359921.0
sh605166,聚合顺,2020-06-30,16.0,16.46,15.33,15.85,16.36,46908104.0,741015158.0
