数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
300842.SZ,帝科股份,20200618,20.85,22.98,22.98,20.85,15.96,43.985,409.28,939.44,7.02,江苏,元器件,20200618,
sz300842,帝科股份,2020-06-22,27.81,27.81,27.81,27.81,25.28,16157.0,449326.0
sz300842,帝科股份,2020-06-23,30.59,30.59,30.59,30.59,27.81,30111.0,921095.0
sz300842,帝科股份,2020-06-24,33.65,33.65,33.65,33.65,30.59,37512.0,1262279.0
sz300842,帝科股份,2020-06-30,40.72,40.72,40.72,40.72,37.02,59763.0,2433549.0
