数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz300104,乐视退,2020-06-22,0.48,0.48,0.48,0.48,0.53,808300.0,387984.0
sz300104,乐视退,2020-06-23,0.43,0.43,0.43,0.43,0.48,4051200.0,1742016.0
sz300104,乐视退,2020-06-24,0.39,0.39,0.39,0.39,0.43,3889200.0,1516788.0
