йЩ╬щсиw0x7ceуШюМ
╧иф╠╢ЗбК,╧иф╠цШЁф,╫╩рвхуфз,©╙ел╪ш,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,г╟йуел╪ш,╦╢х╗рРвс,Ёи╫╩а©,Ёи╫╩╤Н,╡╗╤╞,╣ьгЬ,ппр╣,иойпхуфз,мкйпхуфз
603609.SH,╨л╥Адар╣,20190104,7.7494,7.7203,7.7494,7.594,7.7883,-0.8731,31609.45,24968.648,-0.06799999999999962,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20190103,7.5746,7.7883,7.798,7.3901,7.5066,3.7527,39405.27,31070.64,0.28169999999999984,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20190102,7.4872,7.5066,7.6717,7.4775,7.5261,-0.2591,22228.95,17315.236,-0.01949999999999985,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181228,7.4969,7.5261,7.5649,7.3513,7.5261,0.0,16757.0,12882.769,0.0,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181227,7.7106,7.5261,7.7397,7.4387,7.6814,-2.0218,22912.46,17802.575,-0.15530000000000044,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181226,7.5746,7.6814,7.73,7.5746,7.6135,0.8918,30918.96,24374.824,0.06789999999999985,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181225,7.4872,7.6135,7.6232,7.3513,7.5164,1.2918,37636.79,29127.454,0.09710000000000019,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181224,7.5455,7.5164,7.5746,7.4387,7.4095,1.4427,29306.5,22661.958,0.10689999999999955,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181221,7.5358,7.4095,7.5455,7.3513,7.4678,-0.7807,39202.75,30110.232,-0.05830000000000002,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181220,7.1473,7.4678,7.4969,7.0988,7.1959,3.7785,45985.62,35062.811,0.2719000000000005,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181219,7.3513,7.1959,7.3513,7.1182,7.3804,-2.4999,25437.22,18981.059,-0.1844999999999999,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181218,7.2056,7.3804,7.3901,7.0017,7.2056,2.4259,30366.84,22493.834,0.1748000000000003,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181217,7.1959,7.2056,7.2736,7.0308,7.2736,-0.9349,19100.17,14073.098,-0.0680000000000005,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181214,7.4484,7.2736,7.4872,7.2347,7.4484,-2.3468,17458.31,13164.492,-0.1748000000000003,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181213,7.293,7.4484,7.4872,7.293,7.293,2.1308,18991.68,14522.607,0.1554000000000002,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181212,7.3416,7.293,7.4095,7.2833,7.3124,-0.2653,9854.03,7452.369,-0.019400000000000084,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181211,7.3124,7.3124,7.361,7.2444,7.3124,0.0,20200.6,15156.873,0.0,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181210,7.4872,7.3124,7.4872,7.2542,7.4484,-1.8259,20327.69,15364.32,-0.13600000000000012,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181207,7.4969,7.4484,7.5261,7.3318,7.4872,-0.5182,19158.94,14665.494,-0.03879999999999928,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181206,7.594,7.4872,7.6038,7.429,7.6038,-1.5334,19682.83,15213.959,-0.11660000000000004,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181205,7.6329,7.6038,7.7397,7.5066,7.7397,-1.7559,27433.81,21436.686,-0.13590000000000035,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181204,7.5552,7.7397,7.7591,7.5552,7.6232,1.5282,26166.74,20722.423,0.11650000000000027,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181203,7.5261,7.6232,7.866,7.5261,7.5066,1.5533,34971.25,27728.864,0.11660000000000004,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181130,7.5066,7.5066,7.5746,7.3221,7.5649,-0.7707,27199.01,20837.749,-0.05830000000000002,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181129,7.5746,7.5649,7.6814,7.4387,7.5552,0.1284,24564.1,19137.475,0.009699999999999598,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181128,7.4872,7.5552,7.5746,7.3027,7.5066,0.6474,21747.89,16716.41,0.04860000000000042,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181127,7.5552,7.5066,7.6329,7.3998,7.5649,-0.7707,28419.81,22029.812,-0.05830000000000002,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181126,8.1379,7.5649,8.1379,7.4095,8.1573,-7.2622,58836.05,46557.421,-0.5923999999999996,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181123,7.9436,8.1573,8.235,7.8174,7.8854,3.4481,58505.96,48908.135,0.2718999999999996,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181122,7.9825,7.8854,8.0602,7.8174,7.8951,-0.1229,16254.99,13288.534,-0.009700000000000486,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181121,7.7203,7.8951,7.9145,7.7203,7.7688,1.6257,19296.17,15596.457,0.12630000000000052,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181120,8.0019,7.7688,8.0408,7.7106,8.0408,-3.3827,20429.2,16580.054,-0.27200000000000113,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181119,8.0408,8.0408,8.0602,7.9048,8.0116,0.3645,18594.0,15321.921,0.029200000000001225,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181116,7.9436,8.0116,8.0408,7.866,7.9534,0.7318,21821.5,17933.787,0.05819999999999936,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181115,7.8562,7.9534,7.9534,7.8562,7.8562,1.2372,17484.86,14246.604,0.09719999999999995,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181114,7.7786,7.8562,7.9339,7.6912,7.7688,1.125,22729.32,18425.696,0.08740000000000059,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181113,7.662,7.7688,7.8077,7.5455,7.6814,1.1378,21417.2,17093.336,0.0873999999999997,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181112,7.6717,7.6814,7.7106,7.5358,7.6523,0.3803,18613.4,14628.614,0.02909999999999968,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181109,7.5261,7.6523,7.6814,7.5261,7.5261,1.6768,24849.14,19528.575,0.12620000000000076,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181108,7.4872,7.5261,7.6523,7.4872,7.4775,0.6499,21466.34,16759.36,0.04859999999999953,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181107,7.594,7.4775,7.6135,7.4387,7.594,-1.5341,23240.06,17957.441,-0.11650000000000027,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181106,7.4775,7.594,7.6232,7.3804,7.5261,0.9022,23043.27,17780.118,0.06790000000000074,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181105,7.4872,7.5261,7.6232,7.3998,7.4969,0.3895,21592.48,16721.184,0.02919999999999945,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181102,7.4969,7.4969,7.5649,7.3998,7.429,0.914,24465.96,18839.198,0.06789999999999985,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181101,7.3318,7.429,7.5649,7.3318,7.3707,0.791,31101.18,23965.792,0.05830000000000002,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181031,7.1473,7.3707,7.4387,7.1473,7.1182,3.5472,38235.01,28908.946,0.2525000000000004,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181030,7.1279,7.1182,7.2444,7.0696,7.0794,0.5481,25636.5,18916.662,0.03880000000000017,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181029,7.1765,7.0794,7.1862,7.0696,7.1668,-1.2195,18496.16,13575.773,-0.08740000000000059,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181026,7.0308,7.1668,7.1862,7.0114,7.0017,2.358,31506.86,23152.304,0.1651000000000007,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181025,6.9434,7.0017,7.1085,6.7977,6.992,0.1387,29440.35,21056.205,0.009699999999999598,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181024,6.8463,6.992,7.0017,6.8463,6.9143,1.1238,21899.0,15642.639,0.0777000000000001,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181023,7.0599,6.9143,7.0794,6.8754,7.0502,-1.9276,19811.28,14168.824,-0.13590000000000035,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181022,6.9337,7.0502,7.1182,6.8948,6.8269,3.2709,26575.0,19265.763,0.22330000000000005,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181019,6.5938,6.8269,6.8754,6.419,6.6909,2.0326,17103.65,11881.32,0.13600000000000012,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181018,6.9434,6.6909,6.9434,6.5938,6.9628,-3.905,14834.23,10363.938,-0.2718999999999996,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181017,6.8851,6.9628,7.0794,6.788,6.8269,1.9907,18428.96,13198.463,0.13589999999999947,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181016,7.0891,6.8269,7.0988,6.7589,7.0211,-2.7659,15146.89,10738.951,-0.19419999999999948,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181015,7.0017,7.0211,7.1182,6.9628,7.0017,0.2771,13984.02,10142.081,0.019400000000000084,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181012,7.0502,7.0017,7.0891,6.8074,7.0696,-0.9605,14688.07,10542.029,-0.06790000000000074,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181011,7.3124,7.0696,7.4095,6.9531,7.4192,-4.7121,29445.72,21805.041,-0.3495999999999997,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181010,7.4581,7.4192,7.4872,7.3124,7.4678,-0.6508,14352.67,10970.352,-0.04860000000000042,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181009,7.4484,7.4678,7.5552,7.2833,7.4387,0.3912,26950.79,20519.891,0.02910000000000057,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20181008,7.6038,7.4387,7.6038,7.3998,7.6038,-2.1713,26736.3,20621.75,-0.1650999999999998,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180928,7.5746,7.6038,7.6426,7.5455,7.6038,0.0,19483.82,15231.642,0.0,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180927,7.8077,7.6038,7.8077,7.5552,7.8077,-2.6115,28793.29,22706.719,-0.20389999999999997,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180926,7.798,7.8077,7.8562,7.73,7.8077,0.0,22094.87,17736.734,0.0,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180925,7.7494,7.8077,7.8854,7.5746,7.7494,0.7523,25601.49,20554.342,0.05830000000000002,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180921,7.7494,7.7494,7.7688,7.662,7.6717,1.0128,13159.53,10456.668,0.07769999999999921,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180920,7.7688,7.6717,7.798,7.662,7.7883,-1.4971,12352.53,9805.493,-0.11659999999999915,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180919,7.7203,7.7883,7.8368,7.7009,7.798,-0.1244,14764.95,11827.437,-0.009700000000000486,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180918,7.662,7.798,7.798,7.6232,7.6912,1.3886,15932.82,12644.658,0.10679999999999978,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180917,7.866,7.6912,7.8951,7.6232,7.8562,-2.1003,19135.46,15214.811,-0.16500000000000004,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180914,8.031,7.8562,8.2641,7.8174,7.6329,2.9255,29976.29,24536.155,0.22330000000000005,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180913,7.6523,7.6329,7.7009,7.5746,7.6038,0.3827,10169.96,7981.137,0.02910000000000057,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180912,7.6232,7.6038,7.6523,7.5358,7.5746,0.3855,11488.03,8986.201,0.02919999999999945,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180911,7.9534,7.5746,7.9922,7.5746,7.9922,-5.2251,27584.0,21851.902,-0.4176000000000002,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180910,8.0116,7.9922,8.0796,7.9631,8.0019,-0.1212,15826.43,13074.187,-0.00969999999999871,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180907,8.0796,8.0019,8.1476,7.9922,8.0893,-1.0804,18057.73,14974.451,-0.08740000000000059,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180906,8.0893,8.0893,8.1573,8.0602,8.0893,0.0,13040.76,10879.424,0.0,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180905,8.1767,8.0893,8.2156,8.0893,8.2058,-1.4197,14622.09,12262.33,-0.11650000000000027,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180904,8.2058,8.2058,8.2156,8.0408,8.1767,0.3559,27579.66,23041.271,0.02909999999999968,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180903,8.2641,8.1767,8.2738,8.0408,8.2544,-0.9413,19862.11,16617.942,-0.0777000000000001,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180831,8.3515,8.2544,8.4098,8.2544,8.3806,-1.5059,13325.59,11393.734,-0.12619999999999898,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180830,8.6428,8.3806,8.6428,8.3709,8.5554,-2.0432,13460.98,11754.671,-0.17480000000000118,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180829,8.468,8.5554,8.6526,8.3904,8.4389,1.3805,21093.65,18595.506,0.11650000000000027,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180828,8.4001,8.4389,8.5263,8.4001,8.4583,-0.2294,12192.17,10612.531,-0.019399999999999196,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180827,8.4778,8.4583,8.5457,8.3709,8.3904,0.8093,12326.59,10732.346,0.06789999999999985,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180824,8.2253,8.3904,8.4389,8.2253,8.3904,0.0,8143.83,7015.235,0.0,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180823,8.5166,8.3904,8.5166,8.3515,8.536,-1.7057,18377.59,15900.151,-0.14559999999999995,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180822,8.4195,8.536,8.6234,8.2544,8.4195,1.3837,20501.15,17750.59,0.11650000000000027,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180821,8.3127,8.4195,8.4486,8.2641,8.3806,0.4642,13729.68,11827.406,0.038899999999999935,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180820,8.3612,8.3806,8.5554,8.1767,8.4778,-1.1465,25505.61,21845.895,-0.09720000000000084,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180817,8.7399,8.4778,8.7691,8.4486,8.5943,-1.3555,19311.11,17042.95,-0.11650000000000027,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180816,8.8662,8.5943,8.9342,8.5457,8.8856,-3.2783,22434.47,20143.732,-0.29129999999999967,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180815,8.8371,8.8856,9.0798,8.8273,8.8273,0.6605,29282.12,27020.633,0.05830000000000091,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180814,8.9536,8.8273,8.9536,8.7691,8.9439,-1.3037,15217.58,13851.475,-0.11660000000000004,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180813,8.7399,8.9439,8.9924,8.6526,8.7982,1.656,26063.06,23787.004,0.14569999999999972,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180810,8.5943,8.7982,8.8565,8.5652,8.5943,2.3725,17562.0,15880.8,0.20389999999999908,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180809,8.4292,8.5943,8.672,8.3515,8.4098,2.1939,20410.39,18057.432,0.1844999999999999,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180808,8.4778,8.4098,8.6137,8.3904,8.4778,-0.8021,23231.41,20366.444,-0.06799999999999962,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180807,8.3127,8.4778,8.4972,8.2544,8.3515,1.5123,17056.03,14813.291,0.12630000000000052,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180806,8.5846,8.3515,8.6331,8.1087,8.5943,-2.8251,39482.77,33861.459,-0.2428000000000008,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180803,8.6331,8.5943,8.8176,8.536,8.6428,-0.5612,23243.05,20734.265,-0.04849999999999888,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180802,8.9633,8.6428,8.9633,8.5263,9.0119,-4.0957,27165.8,24271.152,-0.3691000000000013,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180801,8.9924,9.0119,9.0895,8.8565,8.9633,0.5422,18543.95,17197.823,0.04860000000000042,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180731,8.9342,8.9633,9.0507,8.7691,9.0701,-1.1775,19908.4,18292.008,-0.10679999999999978,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180730,8.9924,9.0701,9.1769,8.9439,8.905,1.854,28843.56,26956.348,0.1651000000000007,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180727,8.8856,8.905,8.973,8.7594,8.8856,0.2183,11592.01,10620.544,0.019399999999999196,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180726,8.8856,8.8856,8.9924,8.8176,8.9633,-0.8669,16531.92,15110.317,-0.0777000000000001,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180725,9.0313,8.9633,9.0507,8.7594,9.0604,-1.0717,37122.14,33944.9,-0.0970999999999993,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180724,9.041,9.0604,9.1672,8.9536,9.0216,0.4301,25868.47,24138.118,0.03880000000000017,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180723,9.0216,9.0216,9.109,8.9536,8.9924,0.3247,20099.6,18719.413,0.02919999999999945,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180720,8.8079,8.9924,9.109,8.8079,8.8371,1.7574,21169.46,19647.347,0.15530000000000044,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180719,8.8662,8.8371,8.9342,8.7691,8.8759,-0.4371,10471.0,9509.548,-0.03880000000000017,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180718,9.0798,8.8759,9.0993,8.8565,8.973,-1.0821,26667.85,24585.229,-0.09710000000000107,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180717,8.6331,8.973,8.9924,8.5554,8.6623,3.5868,26487.49,24055.858,0.31070000000000064,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180716,8.7788,8.6623,8.9147,8.6428,8.8856,-2.5131,15598.47,13984.234,-0.22330000000000005,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180713,8.8079,8.8856,8.9147,8.7205,8.8176,0.7712,14376.2,13051.769,0.06799999999999962,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180712,8.7399,8.8176,8.8662,8.6526,8.7399,0.889,22330.71,20254.486,0.0777000000000001,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180711,8.4778,8.7399,8.8565,8.4195,8.6526,1.0089,23570.26,21113.636,0.08730000000000082,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180710,8.6234,8.6526,8.672,8.5652,8.6234,0.3386,11693.46,10395.498,0.02919999999999945,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180709,8.3515,8.6234,8.7011,8.2641,8.4001,2.6583,20943.43,18509.97,0.22330000000000005,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180706,8.2447,8.4001,8.4972,7.9728,8.2738,1.5265,23240.72,19747.541,0.12630000000000052,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180705,8.468,8.2738,8.5749,8.2544,8.5749,-3.5114,20271.21,17583.839,-0.3010999999999999,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180704,8.8371,8.5749,8.8371,8.4486,8.8953,-3.6019,29677.7,26331.754,-0.32040000000000113,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180703,8.973,8.8953,9.0604,8.6526,9.0313,-1.5059,36730.21,33354.007,-0.13599999999999923,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180702,9.1672,9.0313,9.2546,8.9536,9.1672,-1.4825,14517.49,13597.058,-0.13589999999999947,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180629,9.0216,9.1672,9.1769,8.8468,9.0216,1.6139,19406.23,18078.696,0.14559999999999995,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180628,9.0313,9.0216,9.1478,8.9147,9.1284,-1.17,16757.39,15540.836,-0.10679999999999978,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180627,9.2158,9.1284,9.2546,9.0313,9.2158,-0.9484,14716.68,13849.802,-0.08740000000000059,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180626,8.9536,9.2158,9.2255,8.9147,9.0798,1.4978,18679.13,17519.152,0.13599999999999923,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180625,9.2838,9.0798,9.3032,9.041,9.2061,-1.3719,18419.95,17385.703,-0.12629999999999875,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180622,9.0313,9.2061,9.2643,8.8953,9.109,1.066,21063.99,19804.889,0.0970999999999993,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180621,8.973,9.109,9.2935,8.8856,9.0798,0.3216,42815.68,40254.332,0.02919999999999945,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180620,8.7982,9.0798,9.2838,8.5943,8.7594,3.6578,51530.6,47417.395,0.32040000000000113,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180619,9.4683,8.7594,9.6819,8.5554,9.342,-6.2364,66305.13,61998.269,-0.5826000000000011,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180615,9.7111,9.342,9.7887,9.2546,9.7305,-3.9926,66815.62,64862.834,-0.38849999999999874,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180614,9.8082,9.7305,9.9635,9.5654,9.8761,-1.4743,49175.64,49367.395,-0.14559999999999995,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180613,10.0509,9.8761,10.1286,9.7596,10.1286,-2.4929,49373.93,50683.147,-0.2525000000000013,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180612,9.8664,10.1286,10.1481,9.6625,9.8664,2.6575,62349.77,63695.379,0.2622,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180611,10.0024,9.8664,10.0704,9.8373,10.1286,-2.5887,44693.29,45710.164,-0.2622,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180608,10.0607,10.1286,10.1869,9.847,10.0607,0.6749,69069.01,71003.405,0.06789999999999985,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180607,10.1869,10.0607,10.2549,10.0121,10.2646,-1.9864,76001.2,79131.07,-0.20389999999999908,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180606,9.7111,10.2646,10.3811,9.6528,9.6625,6.2313,137765.97,143556.048,0.6021000000000001,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180605,9.5363,9.6625,9.7111,9.4391,9.5945,0.7087,45011.23,44440.398,0.06799999999999962,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180604,9.7693,9.5945,9.7887,9.546,9.779,-1.8867,41899.3,41489.381,-0.1844999999999999,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180601,9.7693,9.779,9.9733,9.5168,9.9441,-1.6603,72421.24,72354.82,-0.1651000000000007,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180531,9.2935,9.9441,9.9538,9.2935,9.4489,5.2408,96597.09,97194.695,0.49520000000000053,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180530,9.2158,9.4489,9.6819,9.1284,9.3032,1.5661,62826.31,61567.519,0.14569999999999972,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180529,9.4391,9.3032,9.7111,9.2449,9.6139,-3.2318,36601.82,35725.172,-0.31069999999999887,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180528,9.342,9.6139,9.6916,9.2061,9.2643,3.7736,55276.25,54367.712,0.3495999999999988,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180525,9.5168,9.2643,9.5557,9.2061,9.4877,-2.3546,30329.2,29154.364,-0.22339999999999982,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180524,9.4683,9.4877,9.6625,9.4489,9.4683,0.2049,38572.84,37889.402,0.019400000000000972,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180523,9.4489,9.4683,9.7305,9.4197,9.5168,-0.5096,62865.6,62152.59,-0.048500000000000654,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180522,9.2546,9.5168,9.5654,9.2546,9.3226,2.0831,47364.8,46081.712,0.19420000000000037,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180521,9.1867,9.3226,9.4294,9.1769,9.3323,-0.1039,38806.88,37162.399,-0.009700000000000486,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180518,9.2061,9.3323,9.3712,9.1381,9.2061,1.3708,40529.14,38834.028,0.12620000000000076,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180517,9.2158,9.2061,9.2158,9.0021,9.109,1.066,25465.43,23923.644,0.0970999999999993,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180516,9.2061,9.109,9.2741,9.0993,9.2449,-1.47,24578.0,23260.728,-0.13589999999999947,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180515,9.041,9.2449,9.3032,9.0313,9.1187,1.384,33306.19,31633.95,0.12619999999999898,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180514,9.0119,9.1187,9.1478,8.9342,9.0216,1.0763,24034.42,22455.388,0.09710000000000107,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20180511,9.3517,9.0216,9.3517,9.0119,9.2643,-2.6197,40140.4,37578.66,-0.24270000000000103,аидЧ,кгао,20140808,
