йЩ╬щсиw0x7ceуШюМ
╧иф╠╢ЗбК,╧иф╠цШЁф,╫╩рвхуфз,©╙ел╪ш,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,г╟йуел╪ш,╦╢х╗рРвс,Ёи╫╩а©,Ёи╫╩╤Н,╡╗╤╞,╣ьгЬ,ппр╣,иойпхуфз,мкйпхуфз
603609.SH,╨л╥Адар╣,20200618,14.77,14.92,15.05,14.67,14.87,0.3362,91568.35,135986.846,0.05000000000000071,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200617,14.79,14.87,15.07,14.66,14.76,0.7453,117161.79,174184.273,0.10999999999999943,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200616,15.11,14.76,15.11,14.59,14.83,-0.472,120527.61,177224.792,-0.07000000000000028,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200615,13.88,14.83,15.18,13.88,13.88,6.8444,208309.8,307674.822,0.9499999999999993,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200612,13.83,13.88,13.95,13.65,14.2,-2.2535,111938.33,154559.852,-0.3199999999999985,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200611,14.9,14.2,14.99,14.13,14.87,-4.5057,138297.09,200245.259,-0.6699999999999999,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200610,14.28,14.87,15.2,14.21,14.28,4.1317,158663.37,236502.637,0.5899999999999999,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200609,14.17,14.28,14.45,14.01,14.04,1.7094,78026.55,111162.539,0.2400000000000002,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200608,13.99,14.04,14.13,13.82,13.95,0.6452,52165.28,72935.391,0.08999999999999986,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200605,14.32,13.95,14.32,13.67,14.38,-2.9903,108155.2,150323.68,-0.4300000000000015,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200604,14.48,14.38,14.86,14.31,14.47,-0.622,72827.79,105739.947,-0.08999999999999986,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200603,14.39,14.47,14.63,14.19,14.29,1.2596,80746.46,116693.533,0.1800000000000015,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200602,14.41,14.29,14.66,14.15,14.23,0.4216,86929.71,124796.876,0.05999999999999872,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200601,14.045,14.2322,14.3307,13.9662,13.9859,1.7611,62527.8,90204.802,0.24629999999999974,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200529,13.8677,13.9859,14.0844,13.8283,13.9465,0.2825,48374.46,68715.843,0.039400000000000546,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200528,14.1337,13.9465,14.242,13.6018,14.1337,-1.3245,76984.68,108822.735,-0.18719999999999892,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200527,14.2125,14.1337,14.5375,14.0647,14.2125,-0.5544,67986.36,98632.732,-0.07880000000000109,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200526,14.0253,14.2125,14.2913,13.9268,14.0746,0.9798,60349.92,86675.116,0.13790000000000013,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200525,13.8185,14.0746,14.2716,13.8185,14.0056,0.4927,70949.69,101623.99,0.06900000000000084,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200522,13.8776,14.0056,14.1632,13.7397,13.9662,0.2821,94640.27,134292.025,0.03939999999999877,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200521,14.3602,13.9662,14.5178,13.8874,14.3405,-2.6101,99375.19,142294.868,-0.37429999999999986,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200520,14.4488,14.3405,14.5079,14.1435,14.4784,-0.9525,83630.78,121493.475,-0.13790000000000013,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200519,14.6951,14.4784,14.7246,14.3011,14.5079,-0.2033,75347.42,110655.106,-0.02949999999999875,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200518,14.2322,14.5079,14.6261,14.1041,14.2322,1.9372,114128.58,167061.411,0.2756999999999987,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200515,14.3307,14.2322,14.6557,14.1829,14.3405,-0.7552,117952.51,172571.047,-0.10829999999999984,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200514,15.2762,14.3405,15.2762,14.2519,15.3845,-6.7861,216773.76,322504.835,-1.0439999999999987,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200513,14.8724,15.3845,15.483,14.7345,14.8428,3.6496,172830.93,266428.925,0.5416999999999987,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200512,14.9118,14.8428,15.0398,14.6557,14.9413,-0.6592,86656.29,130520.451,-0.09849999999999959,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200511,15.0201,14.9413,15.2466,14.7345,14.9709,-0.1977,123541.51,187219.352,-0.029600000000000293,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200508,15.1481,14.9709,15.2171,14.7739,15.0792,-0.7182,132564.35,201975.46,-0.10829999999999984,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200507,15.0004,15.0792,15.4929,14.8527,15.0595,0.1308,161439.48,248977.086,0.019700000000000273,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200506,14.7148,15.0595,15.2171,14.6557,14.7345,2.2057,148695.22,225895.777,0.3249999999999993,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200430,15.0595,14.7345,15.2072,14.6261,15.0004,-1.7726,181354.27,272769.076,-0.26590000000000025,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200429,15.6603,15.0004,15.6603,14.9413,15.7588,-4.8125,189079.95,292481.029,-0.7584,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200428,15.552,15.7588,15.9065,15.1974,15.6012,1.0102,241754.76,382593.967,0.1576000000000004,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200427,15.5717,15.6012,16.0444,15.1284,15.3747,1.4732,229538.92,364501.422,0.2264999999999997,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200424,15.7489,15.3747,15.8573,15.2663,15.9558,-3.6419,258969.62,408621.167,-0.5810999999999993,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200423,15.7686,15.9558,16.3104,15.4042,15.2565,4.5836,423796.56,679808.164,0.6992999999999991,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200422,13.9367,15.2565,15.2565,13.8185,13.8677,10.0146,294386.99,442127.79,1.3888000000000016,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200421,13.5329,13.8677,14.0943,13.3457,13.6806,1.3676,243322.67,341519.135,0.18709999999999916,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200420,13.7298,13.6806,13.9662,13.5329,13.6412,0.2888,166763.93,231827.652,0.039400000000000546,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200417,13.3359,13.6412,14.1337,13.3359,13.3753,1.988,280704.64,390936.724,0.26590000000000025,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200416,13.6708,13.3753,13.72,13.129,13.0995,2.1054,245872.12,335092.376,0.2757999999999985,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200415,13.4639,13.0995,13.5723,13.0995,13.5821,-3.5532,164465.65,221628.351,-0.4825999999999997,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200414,13.1586,13.5821,13.7397,13.0503,13.1586,3.2184,225031.22,308701.806,0.42350000000000065,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200413,13.0798,13.1586,13.4344,12.8336,13.2275,-0.5209,159983.51,213944.007,-0.0688999999999993,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200410,13.1487,13.2275,13.5723,13.0995,13.3162,-0.6661,228264.81,309183.051,-0.08870000000000111,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200409,13.0503,13.3162,13.5132,12.804,12.7942,4.08,309046.92,414893.885,0.5220000000000002,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200408,12.7449,12.7942,12.9321,12.5085,12.7252,0.5422,226976.7,294366.425,0.06900000000000084,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200407,12.3116,12.7252,12.8927,12.2229,12.2131,4.193,274938.18,353429.992,0.5120999999999984,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200403,11.9767,12.2131,12.5479,11.9176,12.0752,1.142,187238.52,233926.336,0.13790000000000013,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200402,12.2426,12.0752,12.2919,11.6812,12.1047,-0.2437,161937.27,196904.737,-0.02949999999999875,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200401,12.607,12.1047,12.6957,12.0653,12.5479,-3.5321,210923.04,263752.309,-0.4432000000000009,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200331,11.8191,12.5479,12.5676,11.632,11.7502,6.7888,287163.22,357025.927,0.7977000000000007,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200330,11.3069,11.7502,11.7797,11.1887,11.2577,4.3748,140175.25,165086.401,0.4924999999999997,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200327,11.5335,11.2577,11.6615,11.2281,11.4547,-1.7198,72269.22,83710.108,-0.19700000000000095,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200326,11.1296,11.4547,11.6123,11.0607,11.2281,2.0182,102589.35,119091.77,0.22660000000000124,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200325,11.1296,11.2281,11.2675,10.9918,10.9524,2.5173,78585.41,88900.259,0.2756999999999987,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200324,10.8342,10.9524,11.0903,10.7061,10.6667,2.6784,67937.88,75115.212,0.2857000000000003,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200323,10.4993,10.6667,10.9031,10.4205,10.7849,-1.096,63336.79,69057.277,-0.11819999999999986,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200320,10.8736,10.7849,10.9031,10.5584,10.7258,0.551,49124.56,53525.171,0.05910000000000082,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200319,10.5485,10.7258,10.7849,10.3713,10.519,1.966,71697.86,77014.464,0.20679999999999943,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200318,10.6569,10.519,11.1296,10.4796,10.5387,-0.1869,103564.77,113525.464,-0.019700000000000273,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200317,10.7849,10.5387,10.9228,10.391,10.7061,-1.5636,85819.5,92020.817,-0.16739999999999888,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200316,11.2183,10.7061,11.2774,10.6175,11.1395,-3.8907,84905.36,94343.64,-0.4334000000000007,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200313,10.5387,11.1395,11.2872,10.519,11.3069,-1.4805,106967.56,118322.796,-0.16740000000000066,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200312,11.5039,11.3069,11.5433,11.169,11.6911,-3.2863,96260.81,110797.788,-0.3841999999999999,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200311,11.5926,11.6911,12.1343,11.5236,11.6221,0.5937,111901.99,134473.989,0.06900000000000084,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200310,11.4941,11.6221,11.7403,11.1592,11.6812,-0.5059,135092.5,157115.237,-0.05910000000000082,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200309,11.9274,11.6812,12.2032,11.6714,12.2131,-4.3552,164339.11,198633.03,-0.5319000000000003,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200306,12.5085,12.2131,12.8533,12.2131,12.7252,-4.0243,203201.65,256772.926,-0.5120999999999984,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200305,11.9176,12.7252,13.0503,11.8486,11.8683,7.2201,283066.6,359496.736,0.8568999999999996,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200304,11.5532,11.8683,11.9471,11.4744,11.6221,2.1184,132984.68,158989.061,0.24619999999999997,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200303,11.8092,11.6221,11.8191,11.4941,11.6024,0.1698,93894.48,111049.373,0.019700000000000273,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200302,11.0509,11.6024,11.6123,11.0509,11.041,5.0847,108326.47,125623.253,0.561399999999999,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200228,11.3168,11.041,11.563,10.9425,11.5236,-4.1879,89463.14,101863.578,-0.4825999999999997,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200227,11.5335,11.5236,11.7009,11.3562,11.5236,0.0,76394.35,89584.526,0.0,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200226,11.4054,11.5236,11.8585,11.3562,11.4645,0.5155,122413.31,144898.031,0.05910000000000082,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200225,11.4448,11.4645,11.6024,11.1592,11.632,-1.44,94402.09,109548.708,-0.16750000000000043,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200224,11.5729,11.632,11.8191,11.4153,11.6123,0.1696,101192.52,118920.267,0.019700000000000273,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200221,11.5926,11.6123,11.7895,11.4744,11.7206,-0.924,90825.69,107078.199,-0.10829999999999984,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200220,11.76,11.7206,12.0161,11.4744,11.76,-0.335,111025.14,131841.462,-0.039400000000000546,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200219,11.5335,11.76,11.9865,11.5335,11.4842,2.4016,132604.72,158617.243,0.27580000000000027,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200218,11.5729,11.4842,11.5827,11.3266,11.6123,-1.1031,94297.25,109729.285,-0.12809999999999988,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200217,11.3266,11.6123,11.7009,11.238,11.1887,3.786,132346.83,154926.499,0.42359999999999864,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200214,11.0804,11.1887,11.3266,11.0016,11.0509,1.247,79324.27,90142.826,0.13780000000000037,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200213,11.0016,11.0509,11.1986,10.844,10.9228,1.1728,91431.38,102504.571,0.12809999999999988,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200212,10.8145,10.9228,11.0804,10.6963,10.7258,1.8367,76438.43,84890.834,0.19700000000000095,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200211,11.0607,10.7258,11.1986,10.6864,11.1296,-3.6282,106878.28,117571.239,-0.4038000000000004,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200210,10.519,11.1296,11.2084,10.4107,10.3417,7.6187,147243.35,163734.922,0.7879000000000005,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200207,10.2826,10.3417,10.5091,10.0955,10.3811,-0.3795,76193.0,79827.928,-0.039400000000000546,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200206,9.997,10.3811,10.391,9.997,9.9182,4.6672,108824.84,113164.842,0.4628999999999994,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200205,9.4848,9.9182,10.0856,9.4848,9.406,5.4455,112937.03,113182.464,0.5122,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200204,8.9924,9.406,9.7508,8.9924,9.9871,-5.8185,113851.88,109183.257,-0.5810999999999993,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200203,9.9871,9.9871,9.9871,9.9871,11.1001,-10.0269,8444.0,8562.216,-1.1129999999999995,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200123,11.6024,11.1001,11.6024,11.0312,11.7009,-5.1346,70757.24,81061.704,-0.6008000000000013,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200122,11.6714,11.7009,11.8191,11.3365,11.7797,-0.6689,67010.8,78686.629,-0.07879999999999932,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200121,12.0161,11.7797,12.0161,11.7698,12.0161,-1.9674,59714.74,71827.622,-0.23639999999999972,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200120,11.8191,12.0161,12.0653,11.8191,11.8388,1.4976,60055.64,72810.887,0.1772999999999989,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200117,12.0653,11.8388,12.154,11.8191,12.0752,-1.9577,80679.36,97701.811,-0.23639999999999972,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200116,12.3707,12.0752,12.4593,12.0259,12.2131,-1.1291,80237.72,99414.171,-0.13790000000000013,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200115,12.2919,12.2131,12.3313,11.9767,12.2229,-0.0802,77194.69,95407.217,-0.009799999999998477,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200114,12.085,12.2229,12.2525,12.0358,12.1047,0.9765,69092.36,85303.147,0.11819999999999986,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200113,11.9077,12.1047,12.1146,11.8289,11.8782,1.9069,64300.86,78366.456,0.2264999999999997,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200110,12.1244,11.8782,12.1934,11.8092,12.0949,-1.7917,72829.89,88086.053,-0.21670000000000122,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200109,12.1146,12.0949,12.2525,11.9373,12.0555,0.3268,63096.0,77372.029,0.039400000000000546,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200108,12.2919,12.0555,12.4396,12.0161,12.3904,-2.7029,85627.95,106126.166,-0.3348999999999993,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200107,12.0161,12.3904,12.5479,12.0161,11.9964,3.2843,129762.4,162369.943,0.39400000000000013,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200106,12.1146,11.9964,12.1934,11.888,12.1441,-1.2162,97115.8,118642.597,-0.1477000000000004,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200103,11.9373,12.1441,12.2229,11.8388,11.9274,1.8168,105699.88,129065.595,0.21669999999999945,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20200102,11.6911,11.9274,11.9668,11.6812,11.6517,2.3662,108766.65,131126.023,0.2757000000000005,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191231,11.4744,11.6517,11.76,11.4744,11.5236,1.1116,80032.72,94623.305,0.12809999999999988,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191230,11.4941,11.5236,11.6418,11.3857,11.4645,0.5155,67387.43,78627.458,0.05910000000000082,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191227,11.3956,11.4645,11.563,11.3365,11.4054,0.5182,49626.64,57696.867,0.05909999999999904,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191226,11.4054,11.4054,11.4645,11.2872,11.4054,0.0,39171.82,45119.328,0.0,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191225,11.4645,11.4054,11.5335,11.3562,11.4547,-0.4304,33567.86,38903.502,-0.049300000000000566,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191224,11.435,11.4547,11.5039,11.2675,11.4448,0.0865,39863.12,46059.052,0.00990000000000002,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191223,11.7994,11.4448,11.9668,11.3956,11.7994,-3.0052,75248.08,89388.022,-0.3545999999999996,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191220,11.7502,11.7994,11.8979,11.7009,11.76,0.335,59368.96,71087.578,0.039400000000000546,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191219,11.6714,11.76,11.7895,11.632,11.6911,0.5893,41313.25,49124.014,0.0688999999999993,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191218,11.7403,11.6911,11.7994,11.6418,11.7403,-0.4191,46124.66,54848.168,-0.04919999999999902,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191217,11.5729,11.7403,11.8388,11.5039,11.563,1.5333,73577.81,87590.605,0.1772999999999989,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191216,11.3266,11.563,11.5729,11.2774,11.3759,1.6447,52682.06,61081.18,0.18710000000000093,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191213,11.366,11.3759,11.3956,11.1887,11.3463,0.2609,45858.06,52589.691,0.029600000000000293,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191212,11.3463,11.3463,11.4054,11.2281,11.2971,0.4355,38573.8,44359.759,0.04919999999999902,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191211,11.4744,11.2971,11.5433,11.238,11.4941,-1.7139,65049.5,75076.957,-0.19699999999999918,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191210,11.7797,11.4941,11.8683,11.4054,11.7502,-2.1795,80262.26,94298.335,-0.2561,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191209,11.8092,11.7502,11.9274,11.7009,11.7994,-0.417,62164.4,74470.798,-0.0492000000000008,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191206,11.7502,11.7994,11.9668,11.7305,11.7305,0.5874,44996.93,54070.28,0.06890000000000107,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191205,11.6517,11.7305,11.7502,11.6418,11.6911,0.337,33512.61,39785.324,0.03939999999999877,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191204,11.6911,11.6911,11.8092,11.5926,11.7698,-0.6687,34644.93,41058.986,-0.07869999999999955,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191203,11.6812,11.7698,11.7698,11.5335,11.7206,0.4198,28605.76,33976.711,0.0492000000000008,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191202,11.6517,11.7206,11.8683,11.6123,11.6123,0.9326,50474.28,60261.397,0.10829999999999984,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191129,11.7206,11.6123,11.7403,11.4645,11.76,-1.256,37183.18,43653.31,-0.1477000000000004,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191128,11.7502,11.76,11.9373,11.632,11.7403,0.1678,40170.22,48096.312,0.019700000000000273,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191127,11.8585,11.7403,11.8585,11.7206,11.8782,-1.161,34045.92,40689.152,-0.13790000000000013,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191126,11.8585,11.8782,11.8782,11.6911,11.7895,0.7524,40370.82,48349.949,0.08869999999999933,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191125,11.7108,11.7895,11.8979,11.7108,11.7403,0.4191,37197.5,44540.178,0.0492000000000008,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191122,12.085,11.7403,12.1146,11.7108,12.085,-2.8523,58627.78,70601.463,-0.34470000000000134,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191121,12.0653,12.085,12.1638,11.9176,12.0259,0.4914,33917.72,41531.559,0.05910000000000082,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191120,12.3116,12.0259,12.3313,12.0062,12.3608,-2.7094,64008.78,78720.982,-0.3348999999999993,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191119,12.351,12.3608,12.4297,12.1343,12.2722,0.722,43831.0,54683.525,0.08859999999999957,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191118,12.1934,12.2722,12.4494,12.0653,12.3313,-0.4793,46805.91,58424.858,-0.05910000000000082,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191115,12.6267,12.3313,12.6464,12.1737,12.7055,-2.9452,81915.72,102908.452,-0.3742000000000001,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191114,12.9912,12.7055,13.001,12.676,13.0109,-2.3473,75764.5,98118.071,-0.3053999999999988,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191113,13.001,13.0109,13.1881,12.8533,12.9912,0.1516,52528.63,69475.46,0.019700000000000273,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191112,12.8533,12.9912,13.0995,12.7252,12.873,0.9182,82711.18,108528.513,0.11819999999999986,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191111,13.395,12.873,13.5329,12.804,13.4442,-4.2487,127488.67,169689.817,-0.571200000000001,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191108,13.8185,13.4442,13.8874,13.3359,13.7889,-2.4998,130709.96,179635.161,-0.34469999999999956,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191107,13.198,13.7889,14.0844,13.1586,13.2275,4.2442,205717.07,287112.708,0.5614000000000008,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191106,13.5624,13.2275,13.6806,13.0503,13.6117,-2.8226,109684.53,147689.166,-0.38420000000000165,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191105,13.4048,13.6117,13.917,13.3851,13.4344,1.3197,152972.78,212710.713,0.17730000000000068,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191104,13.2571,13.4344,13.4836,13.0306,13.4245,0.0737,103683.1,139813.399,0.00990000000000002,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191101,13.2275,13.4245,13.5624,12.9025,13.2768,1.1125,116313.17,156738.532,0.1477000000000004,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191031,13.6905,13.2768,13.7692,13.0699,13.8283,-3.9882,161202.05,219349.02,-0.5515000000000008,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191030,13.6806,13.8283,13.9859,13.2177,13.7495,0.5731,166383.84,230087.301,0.07880000000000109,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191029,13.4442,13.7495,14.0844,13.3851,13.6018,1.0859,257966.96,362901.941,0.1476999999999986,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191028,13.3162,13.6018,13.6806,12.804,13.6806,-0.576,168389.18,228929.546,-0.07879999999999932,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191025,13.0601,13.6806,14.0647,12.8336,13.0404,4.9094,247550.43,338989.014,0.6402000000000001,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191024,12.5873,13.0404,13.0699,12.351,12.5775,3.6804,148891.4,193552.372,0.4628999999999994,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191023,12.4494,12.5775,12.8533,12.4199,12.4888,0.7102,77075.39,98987.706,0.08870000000000111,аидЧ,кгао,20140808,
603609.SH,╨л╥Адар╣,20191022,12.4987,12.4888,12.5676,12.3017,12.5873,-0.7825,66980.26,84549.381,-0.09850000000000136,аидЧ,кгао,20140808,
