数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
300737.SZ,科顺股份,20200618,19.85,18.98,19.86,18.89,19.78,-4.0445,98262.24,188192.954,-0.8000000000000007,广东,其他建材,20180125,
300737.SZ,科顺股份,20200617,19.68,19.78,20.1,19.41,19.56,1.1247,100725.0,199461.205,0.22000000000000242,广东,其他建材,20180125,
300737.SZ,科顺股份,20200616,18.38,19.56,19.8,18.1,18.16,7.7093,167497.09,322329.954,1.3999999999999986,广东,其他建材,20180125,
300737.SZ,科顺股份,20200615,18.2,18.16,19.02,18.1,18.24,-0.4386,97190.91,179636.194,-0.0799999999999983,广东,其他建材,20180125,
300737.SZ,科顺股份,20200612,17.86,18.24,18.62,17.68,18.23,0.0549,85254.17,156103.227,0.00999999999999801,广东,其他建材,20180125,
300737.SZ,科顺股份,20200611,18.95,18.23,19.1,18.1,19.01,-4.1031,92509.46,171701.685,-0.7800000000000011,广东,其他建材,20180125,
300737.SZ,科顺股份,20200610,18.07,19.01,19.1,17.8,18.14,4.796,127234.31,237779.418,0.870000000000001,广东,其他建材,20180125,
300737.SZ,科顺股份,20200609,18.23,18.14,18.44,17.94,18.25,-0.6027,99377.92,180613.084,-0.10999999999999943,广东,其他建材,20180125,
300737.SZ,科顺股份,20200608,19.19,18.25,19.3,18.02,19.18,-4.8488,147118.65,273019.534,-0.9299999999999997,广东,其他建材,20180125,
300737.SZ,科顺股份,20200605,20.0,19.18,20.0,18.95,19.76,-2.9352,118811.29,228493.488,-0.5800000000000018,广东,其他建材,20180125,
300737.SZ,科顺股份,20200604,19.75,19.76,20.15,19.53,19.69,0.3555,54180.1,107474.972,0.07000000000000028,广东,其他建材,20180125,
300737.SZ,科顺股份,20200603,19.79,19.69,20.44,19.35,19.91,-1.105,79902.0,158906.461,-0.21999999999999886,广东,其他建材,20180125,
300737.SZ,科顺股份,20200602,20.89,19.91,20.99,19.65,20.77,-4.1406,103443.72,209789.685,-0.8599999999999994,广东,其他建材,20180125,
300737.SZ,科顺股份,20200601,20.45,20.77,20.99,20.0,20.27,2.4667,96590.52,199211.212,0.5,广东,其他建材,20180125,
300737.SZ,科顺股份,20200529,19.45,20.27,20.58,19.28,19.36,4.7004,96266.35,193222.091,0.9100000000000001,广东,其他建材,20180125,
300737.SZ,科顺股份,20200528,19.18,19.36,20.1,18.8,19.11,1.3082,96723.71,189147.919,0.25,广东,其他建材,20180125,
300737.SZ,科顺股份,20200527,20.2,19.11,20.3,18.98,19.85,-3.728,84484.46,165017.408,-0.740000000000002,广东,其他建材,20180125,
300737.SZ,科顺股份,20200526,18.51,19.85,20.08,18.51,18.48,7.4134,165635.65,324445.42,1.370000000000001,广东,其他建材,20180125,
300737.SZ,科顺股份,20200525,18.02,18.48,18.87,17.53,18.09,2.1559,125706.07,228752.823,0.39000000000000057,广东,其他建材,20180125,
300737.SZ,科顺股份,20200522,19.1,18.09,19.49,17.94,19.11,-5.3375,116855.05,215600.336,-1.0199999999999996,广东,其他建材,20180125,
300737.SZ,科顺股份,20200521,20.27,19.11,20.63,18.81,20.05,-4.6883,144526.73,280926.09,-0.9400000000000013,广东,其他建材,20180125,
300737.SZ,科顺股份,20200520,20.5,20.05,20.86,20.05,20.7,-3.1401,70871.71,143870.574,-0.6499999999999986,广东,其他建材,20180125,
300737.SZ,科顺股份,20200519,20.72,20.7,21.31,20.43,20.72,-0.0965,67100.11,139903.225,-0.019999999999999574,广东,其他建材,20180125,
300737.SZ,科顺股份,20200518,20.42,20.72,20.94,19.96,20.5,1.0732,83122.65,171213.935,0.21999999999999886,广东,其他建材,20180125,
300737.SZ,科顺股份,20200515,20.95,20.5,21.1,19.93,20.81,-1.4897,95434.43,194401.942,-0.3099999999999987,广东,其他建材,20180125,
300737.SZ,科顺股份,20200514,21.51,20.81,21.58,20.55,21.61,-3.702,89575.28,187413.098,-0.8000000000000007,广东,其他建材,20180125,
300737.SZ,科顺股份,20200513,20.9,21.61,21.8,20.9,20.6,4.9029,115399.0,247859.492,1.009999999999998,广东,其他建材,20180125,
300737.SZ,科顺股份,20200512,21.18,20.6,21.27,20.08,20.87,-1.2937,77014.61,158121.266,-0.2699999999999996,广东,其他建材,20180125,
300737.SZ,科顺股份,20200511,20.0,20.87,21.47,20.0,20.69,0.87,85034.45,179071.924,0.17999999999999972,广东,其他建材,20180125,
300737.SZ,科顺股份,20200508,20.4,20.69,21.16,20.2,20.4,1.4216,77644.54,161356.047,0.2900000000000027,广东,其他建材,20180125,
300737.SZ,科顺股份,20200507,19.62,20.4,20.71,19.4,19.69,3.6059,115429.92,234049.741,0.7099999999999973,广东,其他建材,20180125,
300737.SZ,科顺股份,20200506,19.63,19.69,19.74,18.77,19.81,-0.6058,126158.4,242967.056,-0.11999999999999744,广东,其他建材,20180125,
300737.SZ,科顺股份,20200430,20.4,19.81,20.59,19.07,20.24,-2.1245,103489.75,203698.684,-0.4299999999999997,广东,其他建材,20180125,
300737.SZ,科顺股份,20200429,20.32,20.24,20.93,19.91,20.32,-0.3937,62151.07,127001.117,-0.08000000000000185,广东,其他建材,20180125,
300737.SZ,科顺股份,20200428,20.65,20.32,20.95,19.9,20.86,-2.5887,91215.88,185598.589,-0.5399999999999991,广东,其他建材,20180125,
300737.SZ,科顺股份,20200427,20.04,20.86,21.4,19.4,20.03,4.1438,129262.31,265106.123,0.8299999999999983,广东,其他建材,20180125,
300737.SZ,科顺股份,20200424,20.37,20.03,20.74,19.45,20.44,-2.0059,103934.14,207868.968,-0.41000000000000014,广东,其他建材,20180125,
300737.SZ,科顺股份,20200423,21.9,20.44,22.1,20.4,21.74,-5.9798,181395.0,379536.534,-1.2999999999999972,广东,其他建材,20180125,
300737.SZ,科顺股份,20200422,21.9,21.74,22.48,21.38,21.71,0.1382,179115.68,391768.354,0.029999999999997584,广东,其他建材,20180125,
300737.SZ,科顺股份,20200421,19.83,21.71,21.71,19.37,19.74,9.9797,214847.19,454669.715,1.9700000000000024,广东,其他建材,20180125,
300737.SZ,科顺股份,20200420,18.98,19.74,20.05,18.88,18.8,5.0,94454.35,184692.007,0.9399999999999977,广东,其他建材,20180125,
300737.SZ,科顺股份,20200417,18.9,18.8,19.44,18.37,18.72,0.4274,77328.01,145687.887,0.08000000000000185,广东,其他建材,20180125,
300737.SZ,科顺股份,20200416,18.81,18.72,19.04,18.32,19.04,-1.6807,77960.28,145294.051,-0.3200000000000003,广东,其他建材,20180125,
300737.SZ,科顺股份,20200415,19.53,19.04,19.64,18.7,19.55,-2.6087,73531.17,140721.742,-0.5100000000000016,广东,其他建材,20180125,
300737.SZ,科顺股份,20200414,19.51,19.55,19.95,19.0,19.31,1.2429,77646.8,151570.561,0.240000000000002,广东,其他建材,20180125,
300737.SZ,科顺股份,20200413,18.6,19.31,19.74,18.06,18.43,4.7748,194885.0,373703.96,0.879999999999999,广东,其他建材,20180125,
300737.SZ,科顺股份,20200410,18.4,18.43,18.73,17.49,18.41,0.1086,145296.88,263253.029,0.019999999999999574,广东,其他建材,20180125,
300737.SZ,科顺股份,20200409,18.7,18.41,18.76,17.9,18.51,-0.5402,126303.1,232581.363,-0.10000000000000142,广东,其他建材,20180125,
300737.SZ,科顺股份,20200408,18.11,18.51,18.66,17.76,18.23,1.5359,115278.33,208932.599,0.28000000000000114,广东,其他建材,20180125,
300737.SZ,科顺股份,20200407,17.01,18.23,18.47,17.01,16.87,8.0616,140208.81,251222.598,1.3599999999999994,广东,其他建材,20180125,
300737.SZ,科顺股份,20200403,17.3,16.87,17.3,16.16,17.7,-4.6893,216091.77,363048.749,-0.8299999999999983,广东,其他建材,20180125,
300737.SZ,科顺股份,20200402,18.25,17.7,18.35,17.36,18.17,-2.5867,115068.99,204587.956,-0.4700000000000024,广东,其他建材,20180125,
300737.SZ,科顺股份,20200401,18.85,18.17,19.25,18.11,18.67,-2.6781,93412.17,173488.252,-0.5,广东,其他建材,20180125,
300737.SZ,科顺股份,20200331,17.66,18.67,18.71,17.54,17.71,5.4207,110159.14,201713.491,0.9600000000000009,广东,其他建材,20180125,
300737.SZ,科顺股份,20200330,17.45,17.71,18.16,17.28,17.84,-0.7287,108578.14,192052.751,-0.129999999999999,广东,其他建材,20180125,
300737.SZ,科顺股份,20200327,17.66,17.84,18.94,17.27,17.61,1.3061,161840.76,293726.778,0.23000000000000043,广东,其他建材,20180125,
300737.SZ,科顺股份,20200326,17.19,17.61,17.77,17.1,17.36,1.4401,127461.99,222982.682,0.25,广东,其他建材,20180125,
300737.SZ,科顺股份,20200325,17.3,17.36,17.73,16.49,17.01,2.0576,171005.63,292341.068,0.34999999999999787,广东,其他建材,20180125,
300737.SZ,科顺股份,20200324,17.23,17.01,17.72,16.17,16.93,0.4725,189744.5,324417.444,0.08000000000000185,广东,其他建材,20180125,
