杅擂蚕w0x7ce淕燴
嘖き測鎢,嘖き靡備,蝠眢�梪�,羲攫歎,彶攫歎,郔詢歎,郔腴歎,ヶ彶攫歎,葩�例藦�,傖蝠講,傖蝠塗,疏雄,華⑹,俴珛,奻庈�梪�,豖庈�梪�
000012.SZ,鰍產A,20200618,4.66,4.65,4.68,4.61,4.66,-0.2146,122666.62,56968.228,-0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200617,4.71,4.66,4.71,4.62,4.7,-0.8511,137480.49,63942.094,-0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200616,4.65,4.7,4.72,4.62,4.62,1.7316,169911.79,79234.263,0.08000000000000007,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200615,4.7,4.62,4.72,4.61,4.74,-2.5316,249248.83,116046.126,-0.1200000000000001,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200612,4.7,4.74,4.8,4.66,4.82,-1.6598,221793.91,105049.788,-0.08000000000000007,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200611,4.83,4.82,4.95,4.77,4.81,0.2079,280999.68,136622.492,0.010000000000000675,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200610,4.84,4.81,4.89,4.78,4.84,-0.6198,178866.29,86341.327,-0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200609,4.94,4.84,4.96,4.82,4.89,-1.0225,278153.61,135813.003,-0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200608,4.66,4.89,4.89,4.66,4.65,5.1613,362935.66,174498.088,0.23999999999999932,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200605,4.68,4.65,4.68,4.62,4.66,-0.2146,83099.9,38624.799,-0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200604,4.69,4.66,4.72,4.66,4.67,-0.2141,115999.16,54314.858,-0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200603,4.74,4.67,4.78,4.65,4.74,-1.4768,164668.61,77687.88,-0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200602,4.68,4.74,4.76,4.65,4.67,1.4989,192873.51,90850.342,0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200601,4.57,4.67,4.69,4.56,4.55,2.6374,191376.59,88883.062,0.1200000000000001,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200529,4.56,4.55,4.61,4.55,4.58,-0.655,103394.29,47247.74,-0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200528,4.57,4.58,4.61,4.52,4.57,0.2188,77260.55,35310.716,0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200527,4.6,4.57,4.61,4.51,4.61,-0.8677,113980.5,51977.958,-0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200526,4.59,4.61,4.62,4.55,4.6,0.2174,129787.29,59600.331,0.010000000000000675,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200525,4.56,4.6,4.6,4.51,4.52,1.7699,112228.21,51150.902,0.08000000000000007,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200522,4.61,4.52,4.64,4.51,4.62,-2.1645,133319.67,60775.608,-0.10000000000000053,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200521,4.6,4.62,4.66,4.6,4.59,0.6536,106559.44,49341.899,0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200520,4.69,4.59,4.69,4.58,4.69,-2.1322,118323.79,54603.819,-0.10000000000000053,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200519,4.66,4.69,4.7,4.65,4.62,1.5152,127336.28,59541.016,0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200518,4.57,4.62,4.67,4.56,4.57,1.0941,149244.43,68995.89,0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200515,4.6,4.57,4.65,4.55,4.58,-0.2183,118618.57,54489.922,-0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200514,4.65,4.58,4.65,4.57,4.67,-1.9272,127150.0,58522.486,-0.08999999999999986,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200513,4.68,4.67,4.7,4.64,4.71,-0.8493,117413.52,54847.369,-0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200512,4.73,4.71,4.73,4.63,4.75,-0.8421,140109.67,65564.506,-0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200511,4.73,4.75,4.81,4.68,4.68,1.4957,288225.29,136747.997,0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200508,4.56,4.68,4.7,4.55,4.55,2.8571,293935.21,136327.815,0.1299999999999999,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200507,4.51,4.55,4.62,4.48,4.5,1.1111,232124.93,105748.804,0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200506,4.4,4.5,4.51,4.4,4.47,0.6711,152771.59,68076.907,0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200430,4.38,4.47,4.47,4.36,4.34,2.9954,144871.41,64280.526,0.1299999999999999,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200429,4.33,4.34,4.38,4.3,4.33,0.2309,56077.5,24366.988,0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200428,4.42,4.33,4.42,4.2,4.41,-1.8141,131260.51,56689.3,-0.08000000000000007,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200427,4.36,4.41,4.44,4.36,4.35,1.3793,120373.7,53080.416,0.0600000000000005,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200424,4.41,4.35,4.46,4.35,4.42,-1.5837,135152.06,59231.193,-0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200423,4.5,4.42,4.51,4.42,4.47,-1.1186,97943.91,43512.954,-0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200422,4.4,4.47,4.49,4.38,4.4,1.5909,148188.16,65862.782,0.0699999999999994,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200421,4.5,4.4,4.52,4.38,4.52,-2.6549,179549.22,79371.385,-0.11999999999999922,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200420,4.51,4.52,4.55,4.49,4.49,0.6682,129357.64,58533.063,0.02999999999999936,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200417,4.49,4.49,4.57,4.46,4.46,0.6726,167541.67,75483.625,0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200416,4.49,4.46,4.51,4.45,4.54,-1.7621,167880.22,75053.512,-0.08000000000000007,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200415,4.53,4.54,4.65,4.48,4.5,0.8889,227710.56,103736.205,0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200414,4.45,4.5,4.5,4.44,4.43,1.5801,106118.9,47481.6,0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200413,4.46,4.43,4.48,4.42,4.5,-1.5556,96795.07,42972.057,-0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200410,4.62,4.5,4.63,4.46,4.61,-2.3861,121293.62,54931.726,-0.11000000000000032,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200409,4.65,4.61,4.66,4.6,4.58,0.655,115761.38,53452.917,0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200408,4.58,4.58,4.61,4.54,4.61,-0.6508,120803.35,55232.267,-0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200407,4.54,4.61,4.62,4.51,4.47,3.132,181591.01,83133.928,0.14000000000000057,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200403,4.51,4.47,4.52,4.42,4.52,-1.1062,120849.39,54018.681,-0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200402,4.38,4.52,4.53,4.36,4.41,2.4943,145920.46,65016.463,0.10999999999999943,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200401,4.4,4.41,4.46,4.36,4.39,0.4556,114866.36,50733.96,0.020000000000000462,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200331,4.49,4.39,4.51,4.37,4.42,-0.6787,121151.47,53553.352,-0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200330,4.54,4.42,4.54,4.37,4.62,-4.329,200754.6,88996.247,-0.20000000000000018,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200327,4.67,4.62,4.7,4.61,4.63,-0.216,127905.16,59526.859,-0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200326,4.74,4.63,4.74,4.6,4.76,-2.7311,170806.67,79559.753,-0.1299999999999999,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200325,4.7,4.76,4.76,4.66,4.61,3.2538,238330.73,112407.062,0.14999999999999947,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200324,4.63,4.61,4.65,4.44,4.54,1.5419,194592.3,88964.669,0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200323,4.66,4.54,4.75,4.48,4.79,-5.2192,252805.13,116567.266,-0.25,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200320,4.9,4.79,4.92,4.7,4.8,-0.2083,223685.81,107047.214,-0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200319,4.72,4.8,4.82,4.63,4.66,3.0043,297675.16,140691.071,0.13999999999999968,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200318,4.8,4.66,4.92,4.65,4.75,-1.8947,295930.28,142193.988,-0.08999999999999986,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200317,4.76,4.75,4.85,4.53,4.71,0.8493,273912.22,128576.536,0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200316,5.03,4.71,5.09,4.67,4.96,-5.0403,377115.45,184434.468,-0.25,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200313,4.83,4.96,5.03,4.76,5.09,-2.554,390851.34,191334.84,-0.1299999999999999,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200312,5.13,5.09,5.21,5.03,5.2,-2.1154,320659.16,163599.791,-0.11000000000000032,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200311,5.47,5.2,5.48,5.2,5.44,-4.4118,448142.95,238416.342,-0.2400000000000002,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200310,5.21,5.44,5.5,5.1,5.38,1.1152,577808.39,306856.386,0.0600000000000005,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200309,5.55,5.38,5.75,5.37,5.75,-6.4348,615660.85,340590.206,-0.3700000000000001,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200306,5.55,5.75,5.98,5.51,5.7,0.8772,880587.17,509906.929,0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200305,5.54,5.7,5.77,5.47,5.39,5.7514,903095.21,510182.584,0.3100000000000005,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200304,5.21,5.39,5.42,5.2,5.37,0.3724,497588.59,264631.326,0.019999999999999574,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200303,5.52,5.37,5.62,5.26,5.39,-0.3711,776851.0,423670.346,-0.019999999999999574,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200302,5.15,5.39,5.46,5.14,5.06,6.5217,744174.36,395674.483,0.33000000000000007,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200228,5.25,5.06,5.32,5.0,5.52,-8.3333,952839.24,490471.772,-0.45999999999999996,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200227,5.83,5.52,6.1,5.51,5.98,-7.6923,1218089.39,694116.137,-0.46000000000000085,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200226,6.33,5.98,6.67,5.81,6.16,-2.9221,2025345.01,1284958.754,-0.17999999999999972,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200225,5.49,6.16,6.16,5.41,5.6,10.0,1387391.28,832694.789,0.5600000000000005,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200224,5.25,5.6,5.67,5.19,5.34,4.8689,1016191.44,551820.788,0.2599999999999998,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200221,5.24,5.34,5.54,5.18,5.32,0.3759,789109.33,422869.583,0.019999999999999574,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200220,5.35,5.32,5.35,5.11,5.31,0.1883,817397.15,426752.469,0.010000000000000675,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200219,5.01,5.31,5.45,4.93,4.96,7.0565,1125253.79,582979.431,0.34999999999999964,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200218,4.84,4.96,5.12,4.76,4.83,2.6915,593719.85,294654.889,0.1299999999999999,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200217,4.66,4.83,4.84,4.65,4.77,1.2579,401090.45,191570.537,0.0600000000000005,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200214,4.85,4.77,4.92,4.71,5.0,-4.6,580499.46,279518.054,-0.23000000000000043,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200213,4.88,5.0,5.17,4.83,4.79,4.3841,872396.7,435498.756,0.20999999999999996,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200212,4.7,4.79,4.84,4.6,4.57,4.814,546300.08,258799.238,0.21999999999999975,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200211,4.3,4.57,4.67,4.28,4.34,5.2995,459779.51,207248.465,0.23000000000000043,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200210,4.15,4.34,4.35,4.12,4.15,4.5783,282919.82,120815.939,0.1899999999999995,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200207,4.15,4.15,4.18,4.09,4.17,-0.4796,164422.27,67925.892,-0.019999999999999574,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200206,4.11,4.17,4.17,4.06,4.1,1.7073,191248.62,78873.803,0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200205,4.06,4.1,4.2,4.04,4.05,1.2346,233691.07,96393.076,0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200204,3.78,4.05,4.14,3.78,4.14,-2.1739,279883.13,112784.451,-0.08999999999999986,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200203,4.14,4.14,4.14,4.14,4.6,-10.0,53345.0,22084.83,-0.45999999999999996,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200123,4.73,4.6,4.76,4.55,4.77,-3.5639,211153.12,97959.752,-0.16999999999999993,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200122,4.73,4.77,4.82,4.64,4.76,0.2101,142484.84,67479.432,0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200121,4.88,4.76,4.89,4.74,4.9,-2.8571,164653.05,78899.114,-0.14000000000000057,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200120,4.82,4.9,4.91,4.82,4.84,1.2397,133436.76,65068.822,0.0600000000000005,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200117,4.88,4.84,4.9,4.83,4.86,-0.4115,139860.17,68092.545,-0.020000000000000462,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200116,4.98,4.86,5.0,4.85,4.96,-2.0161,198528.49,97407.75,-0.09999999999999964,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200115,5.04,4.96,5.06,4.93,5.08,-2.3622,215499.62,107257.323,-0.1200000000000001,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200114,5.04,5.08,5.13,5.02,5.07,0.1972,267084.79,135508.89,0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200113,5.09,5.07,5.09,4.93,5.13,-1.1696,316427.6,158961.579,-0.05999999999999961,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200110,5.15,5.13,5.19,5.02,5.06,1.3834,452668.34,230591.599,0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200109,4.94,5.06,5.12,4.94,4.88,3.6885,524065.63,264253.127,0.17999999999999972,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200108,4.99,4.88,5.02,4.87,5.03,-2.9821,254789.25,126119.424,-0.15000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200107,5.0,5.03,5.12,4.98,4.98,1.004,214815.35,108092.801,0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200106,4.92,4.98,5.03,4.9,5.0,-0.4,219156.08,109274.423,-0.019999999999999574,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200103,5.08,5.0,5.08,4.96,5.04,-0.7937,193622.58,96790.301,-0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20200102,5.01,5.04,5.08,4.99,5.01,0.5988,332464.01,166913.437,0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191231,4.99,5.01,5.06,4.93,5.05,-0.7921,299317.28,149421.247,-0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191230,4.72,5.05,5.12,4.7,4.77,5.87,562296.68,280122.609,0.28000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191227,4.91,4.77,4.91,4.76,4.82,-1.0373,213856.46,103247.932,-0.05000000000000071,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191226,4.72,4.82,4.87,4.69,4.71,2.3355,225079.56,108299.517,0.11000000000000032,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191225,4.76,4.71,4.78,4.68,4.75,-0.8421,127563.57,60220.401,-0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191224,4.69,4.75,4.77,4.69,4.71,0.8493,110998.42,52632.344,0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191223,4.79,4.71,4.86,4.68,4.79,-1.6701,215905.29,102644.298,-0.08000000000000007,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191220,4.85,4.79,4.94,4.78,4.87,-1.6427,250605.97,121578.488,-0.08000000000000007,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191219,4.73,4.87,4.97,4.69,4.73,2.9598,384739.48,186662.01,0.13999999999999968,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191218,4.78,4.73,4.81,4.7,4.78,-1.046,276577.92,131285.903,-0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191217,4.55,4.78,4.8,4.54,4.57,4.5952,439746.01,207656.457,0.20999999999999996,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191216,4.59,4.57,4.61,4.51,4.56,0.2193,166638.4,75748.349,0.010000000000000675,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191213,4.52,4.56,4.56,4.49,4.48,1.7857,161424.77,73175.988,0.07999999999999918,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191212,4.47,4.48,4.57,4.47,4.45,0.6742,149339.01,67513.738,0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191211,4.52,4.45,4.52,4.43,4.5,-1.1111,72086.89,32161.657,-0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191210,4.48,4.5,4.52,4.45,4.5,0.0,71551.17,32101.689,0.0,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191209,4.58,4.5,4.61,4.45,4.54,-0.8811,115118.04,51877.355,-0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191206,4.51,4.54,4.59,4.49,4.53,0.2208,106806.95,48332.256,0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191205,4.48,4.53,4.54,4.46,4.47,1.3423,103666.04,46760.907,0.0600000000000005,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191204,4.5,4.47,4.5,4.45,4.5,-0.6667,86960.94,38895.492,-0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191203,4.44,4.5,4.5,4.42,4.45,1.1236,89789.32,40067.437,0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191202,4.37,4.45,4.46,4.36,4.37,1.8307,102066.27,45230.833,0.08000000000000007,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191129,4.37,4.37,4.39,4.32,4.35,0.4598,53936.44,23517.27,0.020000000000000462,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191128,4.36,4.35,4.39,4.34,4.37,-0.4577,42842.85,18695.639,-0.020000000000000462,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191127,4.34,4.37,4.38,4.32,4.34,0.6912,44738.76,19503.504,0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191126,4.39,4.34,4.4,4.33,4.37,-0.6865,53834.36,23458.038,-0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191125,4.29,4.37,4.37,4.27,4.29,1.8648,75071.5,32510.68,0.08000000000000007,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191122,4.34,4.29,4.4,4.26,4.34,-1.1521,90330.51,39054.224,-0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191121,4.38,4.34,4.39,4.33,4.39,-1.139,50534.18,21975.586,-0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191120,4.39,4.39,4.42,4.35,4.39,0.0,71480.16,31386.644,0.0,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191119,4.33,4.39,4.4,4.33,4.33,1.3857,69112.34,30222.266,0.05999999999999961,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191118,4.32,4.33,4.36,4.3,4.32,0.2315,50795.2,22002.778,0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191115,4.39,4.32,4.43,4.32,4.39,-1.5945,61875.35,27074.736,-0.0699999999999994,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191114,4.36,4.39,4.43,4.34,4.36,0.6881,70796.2,31150.344,0.02999999999999936,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191113,4.33,4.36,4.38,4.33,4.33,0.6928,46328.08,20174.488,0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191112,4.32,4.33,4.37,4.29,4.31,0.464,48644.68,21044.571,0.020000000000000462,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191111,4.44,4.31,4.44,4.3,4.47,-3.5794,87868.85,38270.831,-0.16000000000000014,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191108,4.45,4.47,4.51,4.44,4.44,0.6757,88243.31,39462.108,0.02999999999999936,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191107,4.44,4.44,4.48,4.39,4.42,0.4525,63728.21,28317.582,0.020000000000000462,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191106,4.45,4.42,4.46,4.39,4.43,-0.2257,73389.09,32520.134,-0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191105,4.44,4.43,4.47,4.41,4.44,-0.2252,66230.46,29411.852,-0.010000000000000675,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191104,4.38,4.44,4.47,4.37,4.37,1.6018,89282.07,39550.751,0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191101,4.33,4.37,4.39,4.25,4.33,0.9238,71143.28,30840.917,0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191031,4.35,4.33,4.39,4.33,4.33,0.0,59989.86,26133.371,0.0,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191030,4.35,4.33,4.35,4.3,4.35,-0.4598,79193.47,34208.321,-0.019999999999999574,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191029,4.49,4.35,4.5,4.35,4.49,-3.118,117459.55,51729.473,-0.14000000000000057,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191028,4.6,4.49,4.6,4.47,4.53,-0.883,132204.21,59587.695,-0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191025,4.49,4.53,4.53,4.47,4.49,0.8909,69047.97,31090.761,0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191024,4.52,4.49,4.56,4.46,4.51,-0.4435,75079.82,33734.588,-0.019999999999999574,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191023,4.55,4.51,4.58,4.5,4.58,-1.5284,106641.07,48374.879,-0.07000000000000028,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191022,4.43,4.58,4.62,4.43,4.43,3.386,185469.5,84717.614,0.15000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191021,4.43,4.43,4.47,4.4,4.45,-0.4494,79691.07,35276.14,-0.020000000000000462,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191018,4.49,4.45,4.62,4.44,4.47,-0.4474,155020.43,70094.352,-0.019999999999999574,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191017,4.5,4.47,4.52,4.44,4.5,-0.6667,67265.09,30130.492,-0.03000000000000025,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191016,4.48,4.5,4.58,4.48,4.49,0.2227,78022.85,35385.377,0.009999999999999787,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191015,4.51,4.49,4.53,4.48,4.54,-1.1013,109830.9,49478.515,-0.04999999999999982,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191014,4.47,4.54,4.58,4.47,4.43,2.4831,170423.67,77328.155,0.11000000000000032,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191011,4.35,4.43,4.46,4.34,4.34,2.0737,121481.37,53534.738,0.08999999999999986,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191010,4.32,4.34,4.36,4.3,4.32,0.463,67681.86,29293.157,0.019999999999999574,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191009,4.25,4.32,4.33,4.23,4.26,1.4085,61115.57,26262.158,0.0600000000000005,旮詀,產薛,19920228,
000012.SZ,鰍產A,20191008,4.26,4.26,4.31,4.22,4.22,0.9479,52587.55,22447.128,0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20190930,4.27,4.22,4.3,4.22,4.26,-0.939,59714.07,25346.073,-0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20190927,4.23,4.26,4.29,4.23,4.23,0.7092,72631.91,30912.847,0.02999999999999936,旮詀,產薛,19920228,
000012.SZ,鰍產A,20190926,4.35,4.23,4.37,4.21,4.33,-2.3095,94531.02,40522.369,-0.09999999999999964,旮詀,產薛,19920228,
000012.SZ,鰍產A,20190925,4.43,4.33,4.43,4.31,4.44,-2.4775,99664.21,43339.529,-0.11000000000000032,旮詀,產薛,19920228,
000012.SZ,鰍產A,20190924,4.49,4.44,4.53,4.42,4.51,-1.5521,122413.89,54800.53,-0.0699999999999994,旮詀,產薛,19920228,
000012.SZ,鰍產A,20190923,4.55,4.51,4.57,4.46,4.55,-0.8791,126710.11,56934.72,-0.040000000000000036,旮詀,產薛,19920228,
000012.SZ,鰍產A,20190920,4.63,4.55,4.65,4.53,4.61,-1.3015,184173.95,84234.79,-0.0600000000000005,旮詀,產薛,19920228,
000012.SZ,鰍產A,20190919,4.47,4.61,4.61,4.45,4.45,3.5955,232029.3,105931.003,0.16000000000000014,旮詀,產薛,19920228,
000012.SZ,鰍產A,20190918,4.55,4.45,4.62,4.43,4.53,-1.766,211284.32,95126.72,-0.08000000000000007,旮詀,產薛,19920228,
000012.SZ,鰍產A,20190917,4.66,4.53,4.66,4.48,4.66,-2.7897,237185.76,107781.674,-0.1299999999999999,旮詀,產薛,19920228,
000012.SZ,鰍產A,20190916,4.49,4.66,4.73,4.46,4.48,4.0179,419590.94,194084.55,0.17999999999999972,旮詀,產薛,19920228,
