Êý¾ÝÓÉw0x7ceÕûÀí
¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,Ç°ÊÕÅÌ¼Û,¸´È¨Òò×Ó,³É½»Á¿,³É½»¶î,²¨¶¯,µØÇø,ÐÐÒµ,ÉÏÊÐÈÕÆÚ,ÍËÊÐÈÕÆÚ
600238.SH,STÒ¬µº,20200609,5.39,5.39,5.39,5.39,5.13,5.0682,4101.0,2210.439,0.2599999999999998,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200608,5.13,5.13,5.13,5.08,4.89,4.908,61914.49,31758.996,0.2400000000000002,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200605,4.74,4.89,4.89,4.67,4.66,4.9356,31806.5,15482.915,0.22999999999999954,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200604,4.59,4.66,4.78,4.53,4.59,1.5251,30290.68,14164.817,0.07000000000000028,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200603,4.64,4.59,4.67,4.47,4.64,-1.0776,26625.13,12205.605,-0.04999999999999982,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200602,4.64,4.64,4.64,4.49,4.42,4.9774,52141.9,24022.896,0.21999999999999975,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200601,4.42,4.42,4.46,4.22,4.42,0.0,26082.25,11295.561,0.0,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200529,4.23,4.42,4.52,4.23,4.3,2.7907,19379.32,8505.392,0.1200000000000001,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200528,4.2,4.3,4.39,4.1,4.18,2.8708,26973.68,11587.834,0.1200000000000001,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200527,3.99,4.18,4.18,3.94,3.98,5.0251,18399.79,7556.049,0.19999999999999973,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200526,4.03,3.98,4.03,3.94,4.02,-0.995,14220.7,5645.288,-0.03999999999999959,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200525,4.08,4.02,4.13,3.98,4.08,-1.4706,14208.0,5750.926,-0.0600000000000005,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200522,4.19,4.08,4.19,4.0,4.18,-2.3923,11593.5,4700.04,-0.09999999999999964,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200521,4.23,4.18,4.29,4.13,4.23,-1.182,12343.98,5173.923,-0.05000000000000071,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200520,4.33,4.23,4.34,4.23,4.31,-1.8561,8017.82,3422.678,-0.07999999999999918,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200519,4.37,4.31,4.41,4.26,4.35,-0.9195,6129.82,2638.002,-0.040000000000000036,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200518,4.25,4.35,4.43,4.18,4.26,2.1127,18047.77,7867.076,0.08999999999999986,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200515,4.25,4.26,4.31,4.25,4.25,0.2353,5006.11,2138.254,0.009999999999999787,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200514,4.29,4.25,4.29,4.22,4.3,-1.1628,5060.9,2151.243,-0.04999999999999982,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200513,4.25,4.3,4.33,4.22,4.28,0.4673,6911.0,2956.405,0.019999999999999574,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200512,4.35,4.28,4.46,4.25,4.39,-2.5057,11564.0,4979.906,-0.10999999999999943,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200511,4.5,4.39,4.52,4.36,4.43,-0.9029,5718.0,2512.482,-0.040000000000000036,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200508,4.39,4.43,4.44,4.38,4.39,0.9112,5319.81,2349.497,0.040000000000000036,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200507,4.42,4.39,4.44,4.36,4.4,-0.2273,5691.83,2502.916,-0.010000000000000675,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200506,4.33,4.4,4.41,4.3,4.38,0.4566,9057.8,3942.796,0.020000000000000462,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200430,4.29,4.38,4.39,4.25,4.28,2.3364,8258.24,3575.927,0.09999999999999964,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200429,4.16,4.28,4.31,4.16,4.28,0.0,7751.89,3300.305,0.0,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200428,4.41,4.28,4.46,4.28,4.51,-5.0998,21384.83,9243.911,-0.22999999999999954,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200427,4.62,4.51,4.67,4.51,4.64,-2.8017,11542.0,5287.376,-0.1299999999999999,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200424,4.74,4.64,4.74,4.61,4.74,-2.1097,12186.59,5681.384,-0.10000000000000053,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200423,4.79,4.74,4.84,4.74,4.81,-1.4553,7716.03,3687.009,-0.0699999999999994,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200422,4.75,4.81,4.84,4.75,4.8,0.2083,8193.76,3934.199,0.009999999999999787,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200421,4.79,4.8,4.83,4.7,4.84,-0.8264,9292.82,4427.824,-0.040000000000000036,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200420,4.66,4.84,4.87,4.66,4.68,3.4188,20454.33,9785.478,0.16000000000000014,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200417,4.71,4.68,4.71,4.65,4.7,-0.4255,8567.0,4000.355,-0.020000000000000462,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200416,4.7,4.7,4.73,4.65,4.7,0.0,10076.5,4722.792,0.0,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200415,4.77,4.7,4.77,4.68,4.77,-1.4675,7885.0,3721.086,-0.0699999999999994,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200414,4.65,4.77,4.85,4.65,4.7,1.4894,8916.84,4209.427,0.0699999999999994,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200413,4.71,4.7,4.79,4.62,4.74,-0.8439,6971.4,3278.111,-0.040000000000000036,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200410,4.84,4.74,4.89,4.65,4.84,-2.0661,19257.85,9120.357,-0.09999999999999964,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200409,4.75,4.84,4.96,4.75,4.83,0.207,14329.0,6989.717,0.009999999999999787,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200408,4.8,4.83,4.87,4.69,4.74,1.8987,23857.99,11411.161,0.08999999999999986,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200407,4.85,4.74,4.85,4.67,4.62,2.5974,37324.33,17730.136,0.1200000000000001,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200403,4.42,4.62,4.62,4.42,4.4,5.0,10433.79,4780.001,0.21999999999999975,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200402,4.44,4.4,4.46,4.35,4.4,0.0,7817.29,3453.33,0.0,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200401,4.46,4.4,4.47,4.37,4.45,-1.1236,7365.0,3246.461,-0.04999999999999982,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200331,4.36,4.45,4.53,4.25,4.31,3.2483,20366.68,8958.719,0.14000000000000057,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200330,4.39,4.31,4.46,4.25,4.47,-3.5794,16146.91,6972.767,-0.16000000000000014,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200327,4.58,4.47,4.62,4.47,4.57,-2.1882,10598.0,4802.681,-0.10000000000000053,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200326,4.58,4.57,4.66,4.47,4.58,-0.2183,12362.0,5677.991,-0.009999999999999787,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200325,4.7,4.58,4.7,4.5,4.54,0.8811,13355.85,6154.255,0.040000000000000036,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200324,4.56,4.54,4.71,4.46,4.52,0.4425,15237.31,7023.837,0.020000000000000462,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200323,4.31,4.52,4.64,4.31,4.52,0.0,17848.16,8061.844,0.0,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200320,4.31,4.52,4.52,4.3,4.3,5.1163,19138.12,8443.75,0.21999999999999975,º£ÄÏ,ºì»Æ¾Æ,20000120,
600238.SH,STÒ¬µº,20200319,4.44,4.3,4.47,4.3,4.53,-5.0773,26828.38,11693.338,-0.23000000000000043,º£ÄÏ,ºì»Æ¾Æ,20000120,
