 ˝æ›”…w0x7ce’˚¿Ì
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,«∞ ’≈Ãº€,∏¥»®“Ú◊”,≥…Ωª¡ø,≥…Ωª∂Ó,≤®∂Ø,µÿ«¯,––“µ,…œ –»’∆⁄,ÕÀ –»’∆⁄
600126.SH,∫º∏÷π…∑›,20200618,10.02,9.9,10.24,9.84,9.96,-0.6024,427080.72,427385.165,-0.0600000000000005,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200617,10.3,9.96,10.5,9.95,10.4,-4.2308,479058.8,484947.627,-0.4399999999999995,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200616,9.9,10.4,10.47,9.9,9.96,4.4177,454846.96,466640.931,0.4399999999999995,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200615,10.45,9.96,10.64,9.88,10.47,-4.8711,554802.95,564904.251,-0.5099999999999998,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200612,10.2,10.47,10.85,10.11,10.42,0.4798,590127.55,618443.398,0.05000000000000071,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200611,10.51,10.42,10.6,10.24,10.5,-0.7619,491906.93,513015.785,-0.08000000000000007,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200610,9.73,10.5,10.62,9.58,9.65,8.8083,759560.9,771750.883,0.8499999999999996,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200609,9.6,9.65,9.65,9.27,9.49,1.686,377416.34,357602.035,0.16000000000000014,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200608,9.59,9.49,9.84,9.4,9.46,0.3171,401047.7,384919.378,0.02999999999999936,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200605,9.45,9.46,9.64,9.31,9.5,-0.4211,332057.15,314401.961,-0.03999999999999915,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200604,9.56,9.5,9.72,9.3,9.47,0.3168,409469.69,387870.062,0.02999999999999936,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200603,9.28,9.47,9.72,9.26,9.29,1.9376,552014.49,524928.656,0.1800000000000015,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200602,9.82,9.29,9.82,9.09,9.82,-5.3971,685927.07,646917.593,-0.5300000000000011,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200601,9.7,9.82,9.94,9.58,9.82,0.0,667949.8,653448.25,0.0,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200529,9.33,9.82,9.95,9.15,9.24,6.2771,671148.88,643462.111,0.5800000000000001,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200528,9.03,9.24,9.75,8.9,8.99,2.7809,707884.18,659956.274,0.25,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200527,9.2,8.99,9.28,8.83,9.01,-0.222,741213.0,669552.273,-0.019999999999999574,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200526,8.24,9.01,9.01,8.24,8.19,10.0122,872343.12,762066.817,0.8200000000000003,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200525,8.55,8.19,8.55,8.15,8.54,-4.0984,638519.07,529481.661,-0.34999999999999964,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200522,8.44,8.54,8.68,8.23,8.48,0.7075,1154952.68,978207.718,0.05999999999999872,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200521,7.95,8.48,8.48,7.95,7.71,9.987,1586670.41,1322458.361,0.7700000000000005,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200520,7.29,7.71,7.95,7.24,7.29,5.7613,967372.8,740307.187,0.41999999999999993,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200519,7.23,7.29,7.33,7.22,7.21,1.1096,234291.14,170563.271,0.08000000000000007,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200518,7.22,7.21,7.38,7.14,7.24,-0.4144,270832.07,196584.652,-0.03000000000000025,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200515,7.33,7.24,7.36,7.23,7.32,-1.0929,298891.53,217436.076,-0.08000000000000007,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200514,7.45,7.32,7.56,7.27,7.6,-3.6842,520361.01,384402.256,-0.27999999999999936,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200513,7.38,7.6,7.71,7.28,7.4,2.7027,706766.95,532255.58,0.1999999999999993,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200512,7.26,7.4,7.41,7.23,7.3,1.3699,393962.37,289085.558,0.10000000000000053,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200511,7.32,7.3,7.37,7.2,7.25,0.6897,258536.66,187745.307,0.04999999999999982,’„Ω≠,∆’∏÷,19980311,
600126.SH,∫º∏÷π…∑›,20200508,7.28,7.25,7.38,7.12,7.27,-0.2751,372966.62,270526.665,-0.019999999999999574,’„Ω≠,∆’∏÷,19980311,
