数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh688505,复旦张江,2020-06-22,34.4,34.44,32.8,32.9,37.0,47901880.0,1606039449.0
sh688505,复旦张江,2020-06-23,32.43,36.36,31.7,35.8,32.9,45902816.0,1563003763.0
sh688505,复旦张江,2020-06-24,34.5,36.65,34.26,34.89,35.8,32199040.0,1132692579.0
sh688505,复旦张江,2020-06-30,35.25,35.25,33.05,34.03,34.94,24137572.0,819015013.0
