 ˝æ›”…w0x7ce’˚¿Ì
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,«∞ ’≈Ãº€,∏¥»®“Ú◊”,≥…Ωª¡ø,≥…Ωª∂Ó,≤®∂Ø,µÿ«¯,––“µ,…œ –»’∆⁄,ÕÀ –»’∆⁄
601021.SH,¥∫«Ô∫Ωø’,20200618,36.88,36.8,36.98,36.43,36.9,-0.271,44647.84,163526.194,-0.10000000000000142,…œ∫£,ø’‘À,20150121,
601021.SH,¥∫«Ô∫Ωø’,20200617,36.84,36.9,37.2,36.49,37.05,-0.4049,46549.8,171278.528,-0.14999999999999858,…œ∫£,ø’‘À,20150121,
601021.SH,¥∫«Ô∫Ωø’,20200616,37.2,37.05,37.48,36.85,36.84,0.57,43063.84,160071.477,0.20999999999999375,…œ∫£,ø’‘À,20150121,
601021.SH,¥∫«Ô∫Ωø’,20200615,38.0,36.84,38.17,36.7,38.09,-3.2817,90205.02,336138.049,-1.25,…œ∫£,ø’‘À,20150121,
601021.SH,¥∫«Ô∫Ωø’,20200612,37.0,38.09,38.55,36.55,38.33,-0.6261,64364.45,244229.23,-0.23999999999999488,…œ∫£,ø’‘À,20150121,
601021.SH,¥∫«Ô∫Ωø’,20200611,38.79,38.33,39.19,38.11,38.87,-1.3892,41843.75,161476.37,-0.5399999999999991,…œ∫£,ø’‘À,20150121,
601021.SH,¥∫«Ô∫Ωø’,20200610,38.21,38.87,39.21,37.91,38.69,0.4652,45901.67,177099.022,0.17999999999999972,…œ∫£,ø’‘À,20150121,
601021.SH,¥∫«Ô∫Ωø’,20200609,39.39,38.69,39.48,38.36,39.28,-1.502,65249.52,252882.869,-0.5900000000000034,…œ∫£,ø’‘À,20150121,
601021.SH,¥∫«Ô∫Ωø’,20200608,39.7,39.28,39.9,38.51,39.13,0.3833,84160.48,330256.104,0.14999999999999858,…œ∫£,ø’‘À,20150121,
601021.SH,¥∫«Ô∫Ωø’,20200605,38.3,39.13,39.68,38.3,37.76,3.6282,116541.45,454721.325,1.3700000000000045,…œ∫£,ø’‘À,20150121,
601021.SH,¥∫«Ô∫Ωø’,20200604,37.8,37.76,38.23,37.29,37.27,1.3147,75787.02,286894.611,0.4899999999999949,…œ∫£,ø’‘À,20150121,
601021.SH,¥∫«Ô∫Ωø’,20200603,36.54,37.27,37.79,36.54,36.48,2.1656,88534.71,330590.039,0.7900000000000063,…œ∫£,ø’‘À,20150121,
