Êý¾ÝÓÉw0x7ceÕûÀí
¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,Ç°ÊÕÅÌ¼Û,¸´È¨Òò×Ó,³É½»Á¿,³É½»¶î,²¨¶¯,µØÇø,ÐÐÒµ,ÉÏÊÐÈÕÆÚ,ÍËÊÐÈÕÆÚ
000729.SZ,Ñà¾©Æ¡¾Æ,20200618,6.29,6.33,6.38,6.25,6.3,0.4762,105475.25,66605.922,0.03000000000000025,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200617,6.36,6.3,6.39,6.24,6.37,-1.0989,119344.0,74987.458,-0.07000000000000028,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200616,6.34,6.37,6.41,6.33,6.31,0.9509,135603.39,86442.171,0.0600000000000005,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200615,6.4,6.31,6.43,6.3,6.46,-2.322,186244.75,118319.227,-0.15000000000000036,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200612,6.21,6.46,6.52,6.18,6.34,1.8927,197752.84,126357.736,0.1200000000000001,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200611,6.45,6.34,6.46,6.32,6.48,-2.1605,199319.2,126945.105,-0.14000000000000057,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200610,6.57,6.48,6.58,6.42,6.59,-1.6692,168076.84,108908.492,-0.10999999999999943,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200609,6.59,6.59,6.65,6.51,6.57,0.3044,186492.92,122797.196,0.019999999999999574,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200608,6.79,6.57,6.79,6.55,6.82,-3.6657,308349.9,204155.177,-0.25,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200605,7.24,6.82,7.24,6.72,7.15,-4.6154,581599.34,401562.524,-0.33000000000000007,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200604,6.69,7.15,7.15,6.68,6.5,10.0,753111.14,519618.11,0.6500000000000004,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200603,6.4,6.5,6.52,6.3,6.39,1.7214,187726.17,120616.037,0.11000000000000032,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200602,6.5,6.39,6.58,6.36,6.49,-1.5408,198828.43,128125.18,-0.10000000000000053,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200601,6.46,6.49,6.56,6.39,6.38,1.7241,257567.68,166954.397,0.11000000000000032,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200529,6.28,6.38,6.48,6.26,6.28,1.5924,199818.28,127785.431,0.09999999999999964,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200528,6.31,6.28,6.36,6.22,6.3,-0.3175,155699.37,97646.286,-0.019999999999999574,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200527,6.23,6.3,6.42,6.2,6.24,0.9615,161745.56,102308.943,0.05999999999999961,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200526,6.1,6.24,6.31,6.09,6.09,2.4631,136157.75,84754.337,0.15000000000000036,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200525,5.99,6.09,6.14,5.97,6.0,1.5,89741.18,54535.469,0.08999999999999986,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200522,6.17,6.0,6.18,5.99,6.14,-2.2801,111198.0,67293.764,-0.13999999999999968,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200521,6.15,6.14,6.24,6.11,6.13,0.1631,103604.99,63990.558,0.009999999999999787,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200520,6.2,6.13,6.21,6.08,6.19,-0.9693,156255.97,96001.982,-0.0600000000000005,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200519,6.22,6.19,6.25,6.15,6.2,-0.1613,157685.46,97643.872,-0.009999999999999787,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200518,6.18,6.2,6.24,6.13,6.18,0.3236,158255.41,98084.45,0.020000000000000462,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200515,6.31,6.18,6.34,6.17,6.29,-1.7488,159648.5,99496.788,-0.11000000000000032,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200514,6.34,6.29,6.41,6.26,6.41,-1.8721,222488.76,140692.778,-0.1200000000000001,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200513,6.13,6.41,6.48,6.1,6.13,4.5677,348748.15,220842.071,0.28000000000000025,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200512,6.1,6.13,6.17,6.05,6.08,0.8224,151729.14,92758.515,0.04999999999999982,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200511,6.16,6.08,6.2,6.06,6.14,-0.9772,148836.14,91000.991,-0.05999999999999961,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200508,6.02,6.14,6.25,6.0,6.02,1.9934,240375.04,147271.663,0.1200000000000001,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200507,6.0,6.02,6.04,5.94,6.04,-0.3311,172434.86,103298.267,-0.020000000000000462,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200506,5.95,6.04,6.05,5.93,5.96,1.3423,202782.44,121386.049,0.08000000000000007,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200430,5.87,5.96,5.99,5.87,5.93,0.5059,118717.39,70498.31,0.03000000000000025,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200429,5.91,5.93,6.01,5.9,5.94,-0.1684,71952.06,42677.185,-0.010000000000000675,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200428,6.0,5.94,6.04,5.81,6.0,-1.0,119309.93,70997.873,-0.05999999999999961,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200427,6.06,6.0,6.11,6.0,6.08,-1.3158,112425.08,68115.333,-0.08000000000000007,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200424,5.93,6.08,6.17,5.89,5.96,2.0134,186192.42,113092.516,0.1200000000000001,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200423,5.92,5.96,6.04,5.91,5.93,0.5059,89481.07,53456.179,0.03000000000000025,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200422,5.82,5.93,5.93,5.78,5.82,1.89,99489.54,58520.397,0.10999999999999943,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200421,5.81,5.82,5.84,5.77,5.85,-0.5128,61112.78,35394.543,-0.02999999999999936,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200420,5.82,5.85,5.87,5.75,5.82,0.5155,80615.73,46876.81,0.02999999999999936,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200417,5.81,5.82,5.85,5.79,5.81,0.1721,70371.43,40956.663,0.010000000000000675,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200416,5.85,5.81,5.89,5.77,5.85,-0.6838,77332.11,44914.177,-0.040000000000000036,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200415,5.91,5.85,5.93,5.85,5.91,-1.0152,56986.9,33499.244,-0.0600000000000005,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200414,5.88,5.91,5.93,5.86,5.88,0.5102,58818.63,34710.645,0.03000000000000025,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200413,5.95,5.88,5.97,5.85,5.98,-1.6722,78432.35,46175.319,-0.10000000000000053,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200410,6.0,5.98,6.08,5.95,5.99,-0.1669,112248.63,67527.272,-0.009999999999999787,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200409,6.0,5.99,6.04,5.96,5.98,0.1672,63459.02,38036.693,0.009999999999999787,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200408,6.02,5.98,6.02,5.92,6.04,-0.9934,77679.0,46295.557,-0.05999999999999961,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200407,6.0,6.04,6.05,5.96,5.92,2.027,93439.86,56237.067,0.1200000000000001,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200403,5.88,5.92,6.03,5.88,5.91,0.1692,93478.36,55541.776,0.009999999999999787,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200402,5.81,5.91,5.94,5.79,5.92,-0.1689,77828.18,45711.25,-0.009999999999999787,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200401,6.06,5.92,6.06,5.89,6.04,-1.9868,116981.36,69679.232,-0.1200000000000001,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200331,6.04,6.04,6.1,5.97,5.99,0.8347,106161.07,64004.683,0.04999999999999982,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200330,6.01,5.99,6.09,5.91,6.04,-0.8278,136359.15,82183.894,-0.04999999999999982,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200327,6.04,6.04,6.18,6.01,6.01,0.4992,136301.01,83024.09,0.03000000000000025,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200326,5.99,6.01,6.04,5.95,6.06,-0.8251,96621.4,57996.427,-0.04999999999999982,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200325,6.05,6.06,6.07,5.9,5.93,2.1922,268666.17,161252.675,0.1299999999999999,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200324,5.62,5.93,5.95,5.62,5.56,6.6547,242368.77,141631.42,0.3700000000000001,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200323,5.5,5.56,5.65,5.45,5.61,-0.8913,106434.8,59075.015,-0.05000000000000071,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200320,5.49,5.61,5.63,5.48,5.48,2.3723,114283.14,63382.402,0.1299999999999999,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200319,5.5,5.48,5.54,5.37,5.52,-0.7246,127963.09,69755.832,-0.03999999999999915,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200318,5.7,5.52,5.73,5.47,5.66,-2.4735,185781.47,104152.126,-0.14000000000000057,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200317,5.73,5.66,5.83,5.59,5.72,-1.049,120899.88,68529.942,-0.05999999999999961,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200316,5.93,5.72,5.94,5.7,5.88,-2.7211,122987.79,71512.081,-0.16000000000000014,±±¾©,Æ¡¾Æ,19970716,
000729.SZ,Ñà¾©Æ¡¾Æ,20200313,5.8,5.88,5.96,5.72,5.95,-1.1765,131820.5,76805.578,-0.07000000000000028,±±¾©,Æ¡¾Æ,19970716,
