数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
601658.SH,邮储银行,20200618,4.62,4.62,4.63,4.58,4.64,-0.431,840955.89,386716.159,-0.019999999999999574,北京,银行,20191210,
601658.SH,邮储银行,20200617,4.66,4.64,4.67,4.6,4.68,-0.8547,714436.47,330839.62,-0.040000000000000036,北京,银行,20191210,
601658.SH,邮储银行,20200616,4.67,4.68,4.68,4.65,4.66,0.4292,664962.98,310154.929,0.019999999999999574,北京,银行,20191210,
601658.SH,邮储银行,20200615,4.7,4.66,4.7,4.63,4.7,-0.8511,1162820.08,541808.186,-0.040000000000000036,北京,银行,20191210,
601658.SH,邮储银行,20200612,4.73,4.7,4.75,4.7,4.76,-1.2605,1740415.37,821642.609,-0.05999999999999961,北京,银行,20191210,
601658.SH,邮储银行,20200611,4.77,4.76,4.82,4.74,4.85,-1.8557,1662353.85,793245.71,-0.08999999999999986,北京,银行,20191210,
601658.SH,邮储银行,20200610,4.88,4.85,4.89,4.71,5.01,-3.1936,4120246.53,1962215.396,-0.16000000000000014,北京,银行,20191210,
601658.SH,邮储银行,20200609,5.0096,5.0096,5.0576,4.9808,5.0096,0.0,407397.47,213076.254,0.0,北京,银行,20191210,
601658.SH,邮储银行,20200608,4.9424,5.0096,5.0096,4.9328,4.9424,1.3597,512712.85,266134.489,0.0671999999999997,北京,银行,20191210,
601658.SH,邮储银行,20200605,4.9136,4.9424,4.9424,4.904,4.9328,0.1946,205516.68,105379.418,0.009599999999999831,北京,银行,20191210,
601658.SH,邮储银行,20200604,4.9424,4.9328,4.952,4.8944,4.9328,0.0,356759.86,182850.717,0.0,北京,银行,20191210,
601658.SH,邮储银行,20200603,4.8944,4.9328,4.9424,4.8848,4.8944,0.7846,457866.21,234742.226,0.03840000000000021,北京,银行,20191210,
601658.SH,邮储银行,20200602,4.8848,4.8944,4.8944,4.8656,4.8944,0.0,349830.74,177759.12,0.0,北京,银行,20191210,
601658.SH,邮储银行,20200601,4.8848,4.8944,4.904,4.8752,4.8752,0.3938,507299.22,258220.485,0.019199999999999662,北京,银行,20191210,
601658.SH,邮储银行,20200529,4.8656,4.8752,4.8848,4.8369,4.8944,-0.3923,379782.82,192245.388,-0.019199999999999662,北京,银行,20191210,
601658.SH,邮储银行,20200528,4.8752,4.8944,4.904,4.8464,4.8752,0.3938,386242.37,196491.233,0.019199999999999662,北京,银行,20191210,
601658.SH,邮储银行,20200527,4.8848,4.8752,4.8848,4.8369,4.8848,-0.1965,238410.08,120774.299,-0.009599999999999831,北京,银行,20191210,
601658.SH,邮储银行,20200526,4.8848,4.8848,4.904,4.8656,4.8848,0.0,185722.82,94354.696,0.0,北京,银行,20191210,
601658.SH,邮储银行,20200525,4.8656,4.8848,4.8848,4.8369,4.8752,0.1969,206544.26,104580.665,0.009599999999999831,北京,银行,20191210,
601658.SH,邮储银行,20200522,4.8944,4.8752,4.8944,4.8464,4.904,-0.5873,199816.45,101242.602,-0.028799999999999493,北京,银行,20191210,
601658.SH,邮储银行,20200521,4.8848,4.904,4.904,4.8656,4.8944,0.1961,193839.68,98695.718,0.009599999999999831,北京,银行,20191210,
601658.SH,邮储银行,20200520,4.8848,4.8944,4.904,4.8656,4.8944,0.0,144925.28,73737.402,0.0,北京,银行,20191210,
601658.SH,邮储银行,20200519,4.8656,4.8944,4.8944,4.856,4.8656,0.5919,191667.39,97292.686,0.02880000000000038,北京,银行,20191210,
601658.SH,邮储银行,20200518,4.8752,4.8656,4.8752,4.8273,4.8752,-0.1969,285676.15,144273.255,-0.009600000000000719,北京,银行,20191210,
601658.SH,邮储银行,20200515,4.8752,4.8752,4.8848,4.8369,4.8944,-0.3923,328174.53,166114.866,-0.019199999999999662,北京,银行,20191210,
601658.SH,邮储银行,20200514,4.9328,4.8944,4.9328,4.856,4.9424,-0.9712,397901.61,202541.903,-0.04800000000000004,北京,银行,20191210,
601658.SH,邮储银行,20200513,4.9424,4.9424,4.952,4.904,4.952,-0.1939,287739.69,147567.971,-0.009599999999999831,北京,银行,20191210,
601658.SH,邮储银行,20200512,4.9712,4.952,5.0096,4.9424,4.9712,-0.3862,201285.0,104168.119,-0.019199999999999662,北京,银行,20191210,
601658.SH,邮储银行,20200511,4.9616,4.9712,4.9808,4.9424,4.9616,0.1935,226008.55,116929.484,0.009599999999999831,北京,银行,20191210,
601658.SH,邮储银行,20200508,4.9328,4.9616,4.9712,4.9328,4.9424,0.3885,206024.61,106317.531,0.019199999999999662,北京,银行,20191210,
601658.SH,邮储银行,20200507,4.9328,4.9424,4.9424,4.9136,4.952,-0.1939,222132.04,113986.758,-0.009599999999999831,北京,银行,20191210,
601658.SH,邮储银行,20200506,4.952,4.952,4.9616,4.904,5.0096,-1.1498,460246.93,236244.277,-0.057599999999999874,北京,银行,20191210,
601658.SH,邮储银行,20200430,4.9424,5.0096,5.0192,4.9328,4.9232,1.755,407503.9,211775.397,0.08640000000000025,北京,银行,20191210,
601658.SH,邮储银行,20200429,4.8177,4.9232,4.9232,4.8177,4.8177,2.1898,378863.0,193285.013,0.10549999999999926,北京,银行,20191210,
601658.SH,邮储银行,20200428,4.856,4.8177,4.8656,4.7409,4.8656,-0.9845,271694.84,136145.301,-0.04789999999999939,北京,银行,20191210,
601658.SH,邮储银行,20200427,4.8656,4.8656,4.9232,4.856,4.856,0.1977,290516.36,147881.151,0.009599999999999831,北京,银行,20191210,
601658.SH,邮储银行,20200424,4.8944,4.856,4.8944,4.8464,4.8944,-0.7846,223643.86,113307.98,-0.03840000000000021,北京,银行,20191210,
601658.SH,邮储银行,20200423,4.952,4.8944,4.952,4.8944,4.9424,-0.9712,178544.57,91361.072,-0.04800000000000004,北京,银行,20191210,
601658.SH,邮储银行,20200422,4.9712,4.9424,4.9712,4.9328,4.9808,-0.771,182079.89,93863.222,-0.03840000000000021,北京,银行,20191210,
601658.SH,邮储银行,20200421,4.9904,4.9808,5.0192,4.9712,5.0192,-0.7651,129242.96,67207.218,-0.038399999999999324,北京,银行,20191210,
601658.SH,邮储银行,20200420,5.0384,5.0192,5.0384,5.0,5.048,-0.5705,160135.88,83657.79,-0.02880000000000038,北京,银行,20191210,
601658.SH,邮储银行,20200417,5.0288,5.048,5.048,5.0,5.0288,0.3818,296613.26,155335.223,0.019199999999999662,北京,银行,20191210,
601658.SH,邮储银行,20200416,5.0288,5.0288,5.0384,4.9904,5.0384,-0.1905,269079.35,140494.682,-0.009599999999999831,北京,银行,20191210,
601658.SH,邮储银行,20200415,5.0672,5.0384,5.0672,5.0192,5.048,-0.1902,113636.83,59619.948,-0.009599999999999831,北京,银行,20191210,
601658.SH,邮储银行,20200414,5.0192,5.048,5.048,5.0096,5.0288,0.3818,150745.46,78964.163,0.019199999999999662,北京,银行,20191210,
