Êý¾ÝÓÉw0x7ceÕûÀí
¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,Ç°ÊÕÅÌ¼Û,¸´È¨Òò×Ó,³É½»Á¿,³É½»¶î,²¨¶¯,µØÇø,ÐÐÒµ,ÉÏÊÐÈÕÆÚ,ÍËÊÐÈÕÆÚ
601011.SH,±¦Ì©Â¡,20200618,4.0,4.13,4.17,3.97,4.01,2.9925,676721.88,276508.21,0.1200000000000001,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200617,4.08,4.01,4.11,3.98,4.13,-2.9056,563434.45,226934.856,-0.1200000000000001,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200616,3.95,4.13,4.19,3.9,3.9,5.8974,861330.9,348431.236,0.22999999999999998,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200615,3.79,3.9,4.0,3.77,3.77,3.4483,653830.9,255319.977,0.1299999999999999,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200612,3.78,3.77,3.84,3.73,3.88,-2.8351,386275.91,146274.089,-0.10999999999999988,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200611,3.86,3.88,3.97,3.8,3.91,-0.7673,604571.91,234018.405,-0.03000000000000025,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200610,3.76,3.91,4.05,3.7,3.69,5.9621,924131.9,358261.579,0.2200000000000002,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200609,3.59,3.69,3.7,3.56,3.61,2.2161,289980.34,105601.878,0.08000000000000007,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200608,3.7,3.61,3.72,3.59,3.69,-2.168,253793.0,92247.123,-0.08000000000000007,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200605,3.61,3.69,3.69,3.55,3.58,3.0726,379947.54,138182.892,0.10999999999999988,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200604,3.6,3.58,3.65,3.56,3.59,-0.2786,195678.26,70556.32,-0.009999999999999787,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200603,3.59,3.59,3.67,3.58,3.61,-0.554,240095.55,86871.398,-0.020000000000000018,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200602,3.69,3.61,3.69,3.58,3.71,-2.6954,343849.44,124723.195,-0.10000000000000009,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200601,3.61,3.71,3.75,3.6,3.65,1.6438,270218.31,99662.408,0.06000000000000005,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200529,3.7,3.65,3.77,3.64,3.77,-3.183,306300.12,113265.229,-0.1200000000000001,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200528,3.72,3.77,3.81,3.63,3.73,1.0724,491010.0,182831.606,0.040000000000000036,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200527,3.57,3.73,3.84,3.52,3.6,3.6111,591787.55,218299.63,0.1299999999999999,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200526,3.48,3.6,3.65,3.43,3.47,3.7464,353456.2,125377.404,0.1299999999999999,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200525,3.42,3.47,3.5,3.4,3.43,1.1662,234247.69,81082.808,0.040000000000000036,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200522,3.56,3.43,3.61,3.39,3.64,-5.7692,423428.97,147426.11,-0.20999999999999996,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200521,3.6,3.64,3.81,3.58,3.62,0.5525,554873.9,205056.669,0.020000000000000018,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200520,3.67,3.62,3.72,3.57,3.7,-2.1622,381280.26,138296.055,-0.08000000000000007,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200519,3.74,3.7,3.84,3.68,3.76,-1.5957,569939.27,213857.046,-0.05999999999999961,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
601011.SH,±¦Ì©Â¡,20200518,3.46,3.76,3.87,3.44,3.52,6.8182,836153.71,307427.144,0.23999999999999977,ºÚÁú½­,½¹Ì¿¼Ó¹¤,20110309,
