数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
600203.SH,福日电子,20200618,9.59,9.64,9.7,9.42,9.49,1.5806,68756.01,66226.833,0.15000000000000036,福建,元器件,19990514,
600203.SH,福日电子,20200617,9.69,9.49,9.69,9.4,9.61,-1.2487,71933.0,68462.796,-0.11999999999999922,福建,元器件,19990514,
600203.SH,福日电子,20200616,9.5,9.61,9.81,9.35,9.33,3.0011,97778.48,94045.992,0.27999999999999936,福建,元器件,19990514,
600203.SH,福日电子,20200615,9.62,9.33,9.75,9.33,9.63,-3.1153,115128.16,109477.066,-0.3000000000000007,福建,元器件,19990514,
600203.SH,福日电子,20200612,9.41,9.63,9.87,9.32,9.61,0.2081,112948.04,109397.694,0.02000000000000135,福建,元器件,19990514,
600203.SH,福日电子,20200611,9.75,9.61,9.75,9.55,9.7,-0.9278,74791.73,72047.418,-0.08999999999999986,福建,元器件,19990514,
600203.SH,福日电子,20200610,9.92,9.7,9.95,9.66,9.93,-2.3162,93546.13,91233.13,-0.23000000000000043,福建,元器件,19990514,
600203.SH,福日电子,20200609,10.05,9.93,10.1,9.9,10.05,-1.194,74911.02,74539.825,-0.120000000000001,福建,元器件,19990514,
600203.SH,福日电子,20200608,10.26,10.05,10.37,9.96,10.26,-2.0468,117898.6,119386.66,-0.20999999999999908,福建,元器件,19990514,
600203.SH,福日电子,20200605,9.95,10.26,10.55,9.92,9.9,3.6364,159302.16,163353.923,0.35999999999999943,福建,元器件,19990514,
600203.SH,福日电子,20200604,10.05,9.9,10.18,9.88,10.05,-1.4925,88167.91,87839.322,-0.15000000000000036,福建,元器件,19990514,
600203.SH,福日电子,20200603,10.4,10.05,10.4,10.04,10.18,-1.277,103095.15,105287.096,-0.129999999999999,福建,元器件,19990514,
600203.SH,福日电子,20200602,10.4,10.18,10.6,10.16,10.26,-0.7797,127546.88,132284.069,-0.08000000000000007,福建,元器件,19990514,
600203.SH,福日电子,20200601,9.95,10.26,10.44,9.91,9.86,4.0568,137016.52,139826.931,0.40000000000000036,福建,元器件,19990514,
600203.SH,福日电子,20200529,9.64,9.86,10.17,9.55,9.65,2.1762,111334.14,109541.377,0.20999999999999908,福建,元器件,19990514,
600203.SH,福日电子,20200528,10.11,9.65,10.17,9.38,10.3,-6.3107,179819.14,176169.839,-0.6500000000000004,福建,元器件,19990514,
600203.SH,福日电子,20200527,9.59,10.3,10.56,9.26,9.6,7.2917,281116.38,280700.944,0.7000000000000011,福建,元器件,19990514,
600203.SH,福日电子,20200526,9.62,9.6,9.72,9.55,9.62,-0.2079,78213.0,75232.671,-0.019999999999999574,福建,元器件,19990514,
600203.SH,福日电子,20200525,9.85,9.62,9.85,9.4,9.77,-1.5353,83770.13,80275.587,-0.15000000000000036,福建,元器件,19990514,
600203.SH,福日电子,20200522,9.86,9.77,10.1,9.57,9.86,-0.9128,91303.0,89815.466,-0.08999999999999986,福建,元器件,19990514,
600203.SH,福日电子,20200521,10.18,9.86,10.25,9.85,10.05,-1.8905,105800.77,105921.091,-0.19000000000000128,福建,元器件,19990514,
600203.SH,福日电子,20200520,10.25,10.05,10.48,10.0,10.39,-3.2724,127171.15,128970.599,-0.33999999999999986,福建,元器件,19990514,
600203.SH,福日电子,20200519,10.25,10.39,10.49,10.0,10.24,1.4648,129317.77,133271.777,0.15000000000000036,福建,元器件,19990514,
600203.SH,福日电子,20200518,10.58,10.24,10.73,10.24,10.55,-2.9384,146004.0,152422.883,-0.3100000000000005,福建,元器件,19990514,
600203.SH,福日电子,20200515,10.71,10.55,10.86,10.51,10.68,-1.2172,143473.0,152621.709,-0.129999999999999,福建,元器件,19990514,
600203.SH,福日电子,20200514,11.06,10.68,11.16,10.68,11.05,-3.3484,294655.01,320640.096,-0.370000000000001,福建,元器件,19990514,
600203.SH,福日电子,20200513,12.08,11.05,12.08,10.98,10.98,0.6375,381132.5,436039.178,0.07000000000000028,福建,元器件,19990514,
600203.SH,福日电子,20200512,10.81,10.98,11.12,10.7,10.94,0.3656,180001.09,196196.427,0.040000000000000924,福建,元器件,19990514,
600203.SH,福日电子,20200511,10.28,10.94,11.37,10.28,10.38,5.395,329219.71,360981.574,0.5599999999999987,福建,元器件,19990514,
600203.SH,福日电子,20200508,10.28,10.38,10.7,10.19,10.31,0.679,288894.37,301117.095,0.07000000000000028,福建,元器件,19990514,
600203.SH,福日电子,20200507,10.7,10.31,10.88,10.0,9.89,4.2467,528823.53,557686.251,0.41999999999999993,福建,元器件,19990514,
600203.SH,福日电子,20200506,9.01,9.89,9.89,9.01,8.99,10.0111,119674.34,116992.833,0.9000000000000004,福建,元器件,19990514,
600203.SH,福日电子,20200430,8.24,8.99,9.09,8.24,8.49,5.8893,182146.13,161223.732,0.5,福建,元器件,19990514,
600203.SH,福日电子,20200429,8.45,8.49,8.65,8.36,8.51,-0.235,75013.02,63923.038,-0.019999999999999574,福建,元器件,19990514,
600203.SH,福日电子,20200428,8.75,8.51,8.77,8.0,8.73,-2.52,163875.61,137545.454,-0.22000000000000064,福建,元器件,19990514,
600203.SH,福日电子,20200427,8.9,8.73,8.93,8.49,8.9,-1.9101,102596.11,89356.163,-0.16999999999999993,福建,元器件,19990514,
600203.SH,福日电子,20200424,9.26,8.9,9.37,8.86,9.25,-3.7838,165314.49,149502.569,-0.34999999999999964,福建,元器件,19990514,
600203.SH,福日电子,20200423,9.2,9.25,9.73,9.17,9.15,1.0929,284721.08,267888.215,0.09999999999999964,福建,元器件,19990514,
600203.SH,福日电子,20200422,8.83,9.15,9.18,8.83,8.97,2.0067,158468.01,143188.585,0.17999999999999972,福建,元器件,19990514,
600203.SH,福日电子,20200421,9.13,8.97,9.13,8.71,9.09,-1.3201,162951.4,144929.216,-0.11999999999999922,福建,元器件,19990514,
600203.SH,福日电子,20200420,9.04,9.09,9.3,8.85,9.05,0.442,144359.39,131154.557,0.03999999999999915,福建,元器件,19990514,
600203.SH,福日电子,20200417,9.25,9.05,9.35,8.98,9.17,-1.3086,166807.01,152950.279,-0.11999999999999922,福建,元器件,19990514,
600203.SH,福日电子,20200416,9.15,9.17,9.28,8.92,9.09,0.8801,107889.01,98371.397,0.08000000000000007,福建,元器件,19990514,
600203.SH,福日电子,20200415,9.3,9.09,9.33,9.03,9.3,-2.2581,129301.81,118515.849,-0.21000000000000085,福建,元器件,19990514,
600203.SH,福日电子,20200414,9.12,9.3,9.31,8.95,9.0,3.3333,149570.76,136652.739,0.3000000000000007,福建,元器件,19990514,
600203.SH,福日电子,20200413,9.08,9.0,9.25,8.71,9.13,-1.4239,139285.08,125461.947,-0.13000000000000078,福建,元器件,19990514,
600203.SH,福日电子,20200410,9.54,9.13,9.63,8.99,9.84,-7.2154,263383.88,244649.56,-0.7099999999999991,福建,元器件,19990514,
600203.SH,福日电子,20200409,10.1,9.84,10.11,9.8,10.25,-4.0,339292.08,336618.02,-0.41000000000000014,福建,元器件,19990514,
600203.SH,福日电子,20200408,9.29,10.25,10.25,9.22,9.32,9.9785,493839.54,500088.983,0.9299999999999997,福建,元器件,19990514,
600203.SH,福日电子,20200407,9.29,9.32,9.46,9.17,9.09,2.5303,231777.0,215735.36,0.23000000000000043,福建,元器件,19990514,
600203.SH,福日电子,20200403,9.03,9.09,9.24,8.96,9.18,-0.9804,218805.0,198110.962,-0.08999999999999986,福建,元器件,19990514,
600203.SH,福日电子,20200402,8.5,9.18,9.35,8.47,8.64,6.25,337016.61,300684.296,0.5399999999999991,福建,元器件,19990514,
600203.SH,福日电子,20200401,8.55,8.64,8.88,8.46,8.54,1.171,253063.71,219948.072,0.10000000000000142,福建,元器件,19990514,
600203.SH,福日电子,20200331,8.9,8.54,8.94,8.42,8.74,-2.2883,247398.0,214249.183,-0.20000000000000107,福建,元器件,19990514,
