 ˝æ›”…w0x7ce’˚¿Ì
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,«∞ ’≈Ãº€,∏¥»®“Ú◊”,≥…Ωª¡ø,≥…Ωª∂Ó,≤®∂Ø,µÿ«¯,––“µ,…œ –»’∆⁄,ÕÀ –»’∆⁄
600132.SH,÷ÿ«Ï∆°æ∆,20200618,58.8,58.0,58.8,57.67,58.9,-1.528,22798.98,132138.234,-0.8999999999999986,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200617,60.16,58.9,60.16,58.1,60.25,-2.2407,23027.73,135483.527,-1.3500000000000014,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200616,58.61,60.25,60.85,58.29,58.2,3.5223,24537.32,146951.361,2.049999999999997,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200615,58.32,58.2,59.0,57.7,58.5,-0.5128,24056.26,140052.096,-0.29999999999999716,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200612,57.66,58.5,58.99,57.6,58.42,0.1369,19627.42,114432.839,0.0799999999999983,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200611,59.27,58.42,59.45,58.1,59.26,-1.4175,22917.16,133993.485,-0.8399999999999963,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200610,58.74,59.26,59.33,58.54,59.01,0.4237,14950.71,88297.539,0.25,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200609,58.6,59.01,59.4,57.94,58.6,0.6997,23255.18,136926.699,0.4099999999999966,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200608,60.31,58.6,60.5,58.01,60.83,-3.666,48585.14,285352.513,-2.229999999999997,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200605,63.6,60.83,63.96,60.4,63.9,-4.8044,53882.71,330354.335,-3.0700000000000003,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200604,60.36,63.9,64.2,60.1,60.0,6.5,36716.22,230032.924,3.8999999999999986,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200603,60.33,60.0,60.43,58.3,59.32,1.1463,19929.76,119281.713,0.6799999999999997,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200602,61.05,59.32,61.05,59.0,61.08,-2.8815,33891.83,202276.062,-1.759999999999998,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200601,61.7,61.08,63.52,60.0,61.7,-1.0049,31756.12,193811.884,-0.6200000000000045,÷ÿ«Ï,∆°æ∆,19971030,
600132.SH,÷ÿ«Ï∆°æ∆,20200529,60.87,61.7,61.7,60.52,60.9,1.3136,18939.93,115905.621,0.8000000000000043,÷ÿ«Ï,∆°æ∆,19971030,
