Êý¾ÝÓÉw0x7ceÕûÀí
¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,Ç°ÊÕÅÌ¼Û,¸´È¨Òò×Ó,³É½»Á¿,³É½»¶î,²¨¶¯,µØÇø,ÐÐÒµ,ÉÏÊÐÈÕÆÚ,ÍËÊÐÈÕÆÚ
002333.SZ,STÂÞÆÕ,20200618,4.16,4.13,4.16,4.1,4.15,-0.4819,20825.0,8576.437,-0.020000000000000462,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200617,4.16,4.15,4.2,4.11,4.16,-0.2404,13402.96,5539.25,-0.009999999999999787,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200616,4.17,4.16,4.2,4.14,4.14,0.4831,14206.0,5899.097,0.020000000000000462,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200615,4.16,4.14,4.19,4.14,4.18,-0.9569,17946.0,7461.582,-0.040000000000000036,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200612,4.1,4.18,4.2,4.03,4.14,0.9662,19101.44,7946.706,0.040000000000000036,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200611,4.25,4.14,4.25,4.14,4.26,-2.8169,35857.0,15026.411,-0.1200000000000001,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200610,4.36,4.26,4.38,4.25,4.36,-2.2936,22591.02,9722.649,-0.10000000000000053,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200609,4.39,4.36,4.47,4.35,4.34,0.4608,37914.54,16677.84,0.020000000000000462,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200605,4.33,4.34,4.38,4.31,4.33,0.2309,18680.54,8139.177,0.009999999999999787,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200604,4.32,4.33,4.34,4.31,4.34,-0.2304,15137.0,6547.038,-0.009999999999999787,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200603,4.35,4.34,4.36,4.29,4.32,0.463,16292.44,7051.904,0.019999999999999574,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200602,4.38,4.32,4.38,4.31,4.35,-0.6897,17800.0,7726.453,-0.02999999999999936,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200601,4.34,4.35,4.39,4.28,4.43,-1.8059,49043.04,21280.099,-0.08000000000000007,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200529,4.31,4.43,4.44,4.29,4.23,4.7281,61481.28,27004.752,0.1999999999999993,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200528,4.16,4.23,4.28,4.14,4.17,1.4388,19494.02,8181.338,0.0600000000000005,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200527,4.15,4.17,4.18,4.14,4.15,0.4819,12434.86,5173.449,0.019999999999999574,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200526,4.19,4.15,4.22,4.12,4.17,-0.4796,20655.04,8592.326,-0.019999999999999574,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200525,4.15,4.17,4.22,4.14,4.16,0.2404,8259.02,3452.748,0.009999999999999787,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200522,4.18,4.16,4.26,4.14,4.18,-0.4785,15503.02,6484.596,-0.019999999999999574,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200521,4.28,4.18,4.31,4.16,4.28,-2.3364,19251.0,8116.777,-0.10000000000000053,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200520,4.32,4.28,4.34,4.27,4.32,-0.9259,10542.0,4536.912,-0.040000000000000036,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200519,4.32,4.32,4.36,4.27,4.32,0.0,15244.0,6574.68,0.0,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200518,4.25,4.32,4.4,4.25,4.19,3.1026,37284.0,16144.225,0.1299999999999999,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200515,4.24,4.19,4.25,4.18,4.24,-1.1792,9478.0,3990.285,-0.04999999999999982,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200514,4.3,4.24,4.3,4.21,4.3,-1.3953,15553.8,6604.912,-0.05999999999999961,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200513,4.27,4.3,4.38,4.27,4.27,0.7026,19722.24,8530.638,0.03000000000000025,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200512,4.27,4.27,4.33,4.24,4.27,0.0,13312.0,5670.4,0.0,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200511,4.28,4.27,4.3,4.25,4.3,-0.6977,16622.24,7104.184,-0.03000000000000025,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200508,4.36,4.3,4.39,4.3,4.35,-1.1494,20884.0,9045.739,-0.04999999999999982,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200507,4.35,4.35,4.43,4.34,4.37,-0.4577,8121.0,3550.994,-0.020000000000000462,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200506,4.22,4.37,4.44,4.18,4.23,3.3097,28503.0,12421.618,0.13999999999999968,½­ËÕ,ÂÁ,20100112,
002333.SZ,STÂÞÆÕ,20200430,4.11,4.23,4.28,4.11,4.14,2.1739,14368.0,6038.856,0.09000000000000075,½­ËÕ,ÂÁ,20100112,
