数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
688312.SH,燕麦科技,20200618,52.1,53.09,54.58,51.8,52.19,1.7245,73585.66,392685.979,0.9000000000000057,深圳,专用机械,20200608,
688312.SH,燕麦科技,20200617,53.12,52.19,53.16,50.56,52.99,-1.5097,66910.99,345869.494,-0.8000000000000043,深圳,专用机械,20200608,
688312.SH,燕麦科技,20200616,53.04,52.99,53.48,51.8,52.4,1.126,55678.5,293099.464,0.5900000000000034,深圳,专用机械,20200608,
688312.SH,燕麦科技,20200615,53.6,52.4,55.5,52.22,54.04,-3.0348,67059.28,360061.021,-1.6400000000000006,深圳,专用机械,20200608,
688312.SH,燕麦科技,20200612,53.32,54.04,56.19,52.88,56.46,-4.2862,81605.58,444085.03,-2.4200000000000017,深圳,专用机械,20200608,
688312.SH,燕麦科技,20200611,55.95,56.46,57.77,55.58,55.51,1.7114,90967.89,515087.393,0.9500000000000028,深圳,专用机械,20200608,
688312.SH,燕麦科技,20200610,57.77,55.51,57.77,55.28,58.64,-5.3377,93172.34,524996.561,-3.1300000000000026,深圳,专用机械,20200608,
688312.SH,燕麦科技,20200609,62.0,58.64,62.2,56.43,61.18,-4.1517,144525.43,837648.239,-2.539999999999999,深圳,专用机械,20200608,
688312.SH,燕麦科技,20200608,68.0,61.18,69.0,60.88,19.68,210.874,226369.39,1443862.035,41.5,深圳,专用机械,20200608,
