数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
300092.SZ,科新机电,20200618,7.75,7.73,7.77,7.63,7.77,-0.5148,42750.75,32845.758,-0.03999999999999915,四川,专用机械,20100708,
300092.SZ,科新机电,20200617,7.86,7.77,7.9,7.66,7.85,-1.0191,65682.85,50824.027,-0.08000000000000007,四川,专用机械,20100708,
300092.SZ,科新机电,20200616,7.56,7.85,7.92,7.51,7.55,3.9735,113691.57,88341.045,0.2999999999999998,四川,专用机械,20100708,
300092.SZ,科新机电,20200615,7.38,7.55,7.75,7.33,7.38,2.3035,91222.15,69218.666,0.16999999999999993,四川,专用机械,20100708,
300092.SZ,科新机电,20200612,7.38,7.38,7.42,7.26,7.48,-1.3369,43565.0,32005.613,-0.10000000000000053,四川,专用机械,20100708,
300092.SZ,科新机电,20200611,7.28,7.48,7.55,7.23,7.29,2.6063,68843.22,51105.36,0.1900000000000004,四川,专用机械,20100708,
300092.SZ,科新机电,20200610,7.29,7.29,7.3,7.2,7.28,0.1374,19361.0,14049.61,0.009999999999999787,四川,专用机械,20100708,
300092.SZ,科新机电,20200609,7.32,7.28,7.32,7.22,7.26,0.2755,19185.0,13927.268,0.020000000000000462,四川,专用机械,20100708,
300092.SZ,科新机电,20200608,7.37,7.26,7.44,7.25,7.36,-1.3587,33808.84,24804.466,-0.10000000000000053,四川,专用机械,20100708,
300092.SZ,科新机电,20200605,7.43,7.36,7.46,7.32,7.41,-0.6748,23911.5,17622.592,-0.04999999999999982,四川,专用机械,20100708,
300092.SZ,科新机电,20200604,7.4,7.41,7.46,7.31,7.38,0.4065,35718.07,26371.771,0.03000000000000025,四川,专用机械,20100708,
300092.SZ,科新机电,20200603,7.56,7.38,7.6,7.37,7.56,-2.381,50856.41,38010.231,-0.17999999999999972,四川,专用机械,20100708,
300092.SZ,科新机电,20200602,7.51,7.56,7.57,7.43,7.51,0.6658,64165.5,48220.583,0.04999999999999982,四川,专用机械,20100708,
300092.SZ,科新机电,20200601,7.36,7.51,7.58,7.31,7.36,2.038,60234.28,45001.352,0.14999999999999947,四川,专用机械,20100708,
300092.SZ,科新机电,20200529,7.33,7.36,7.44,7.28,7.37,-0.1357,43166.83,31798.257,-0.009999999999999787,四川,专用机械,20100708,
300092.SZ,科新机电,20200528,7.26,7.37,7.37,7.17,7.28,1.2363,37863.93,27441.878,0.08999999999999986,四川,专用机械,20100708,
300092.SZ,科新机电,20200527,7.4,7.28,7.4,7.22,7.41,-1.7544,46374.0,33774.215,-0.1299999999999999,四川,专用机械,20100708,
300092.SZ,科新机电,20200526,7.47,7.41,7.48,7.36,7.47,-0.8032,49440.83,36567.046,-0.05999999999999961,四川,专用机械,20100708,
300092.SZ,科新机电,20200525,7.37,7.47,7.55,7.3,7.3,2.3288,77020.03,57133.304,0.16999999999999993,四川,专用机械,20100708,
300092.SZ,科新机电,20200522,7.35,7.3,7.44,7.18,7.34,-0.545,47539.49,34643.744,-0.040000000000000036,四川,专用机械,20100708,
300092.SZ,科新机电,20200521,7.23,7.34,7.44,7.17,7.23,1.5214,75930.57,55609.98,0.10999999999999943,四川,专用机械,20100708,
300092.SZ,科新机电,20200520,7.21,7.23,7.37,7.16,7.19,0.5563,55456.34,40201.232,0.040000000000000036,四川,专用机械,20100708,
300092.SZ,科新机电,20200519,6.98,7.19,7.19,6.95,6.95,3.4532,36644.1,25928.557,0.2400000000000002,四川,专用机械,20100708,
300092.SZ,科新机电,20200518,7.0,6.95,7.06,6.91,7.03,-1.138,20874.0,14566.039,-0.08000000000000007,四川,专用机械,20100708,
300092.SZ,科新机电,20200515,7.0607,7.0308,7.1604,6.9809,7.0308,0.0,22080.84,15661.27,0.0,四川,专用机械,20100708,
300092.SZ,科新机电,20200514,7.1205,7.0308,7.1504,7.0108,7.1604,-1.81,19555.0,13848.613,-0.12959999999999994,四川,专用机械,20100708,
300092.SZ,科新机电,20200513,7.1006,7.1604,7.1604,7.0208,7.1604,0.0,21108.0,15047.912,0.0,四川,专用机械,20100708,
300092.SZ,科新机电,20200512,7.2103,7.1604,7.2202,6.9909,7.1704,-0.1395,26114.0,18605.994,-0.009999999999999787,四川,专用机械,20100708,
300092.SZ,科新机电,20200511,7.2302,7.1704,7.2801,7.0806,7.2302,-0.8271,29807.0,21456.308,-0.059800000000000075,四川,专用机械,20100708,
300092.SZ,科新机电,20200508,7.2003,7.2302,7.2601,7.1704,7.1504,1.116,30693.99,22228.411,0.07979999999999965,四川,专用机械,20100708,
300092.SZ,科新机电,20200507,7.2502,7.1504,7.2901,7.1305,7.2103,-0.8308,31010.0,22363.8,-0.05989999999999984,四川,专用机械,20100708,
300092.SZ,科新机电,20200506,7.0308,7.2103,7.2502,6.9809,7.0806,1.8318,33691.35,24242.782,0.1297000000000006,四川,专用机械,20100708,
300092.SZ,科新机电,20200430,6.8911,7.0806,7.1006,6.7914,6.8114,3.9522,36511.63,25542.24,0.26919999999999966,四川,专用机械,20100708,
300092.SZ,科新机电,20200429,6.7715,6.8114,6.8812,6.7017,6.7715,0.5892,19023.0,13021.939,0.03990000000000027,四川,专用机械,20100708,
300092.SZ,科新机电,20200428,6.951,6.7715,7.0108,6.5122,6.951,-2.5824,36202.1,24376.155,-0.1795,四川,专用机械,20100708,
300092.SZ,科新机电,20200427,7.1105,6.951,7.1405,6.941,7.0707,-1.6929,25130.54,17732.876,-0.1197000000000008,四川,专用机械,20100708,
300092.SZ,科新机电,20200424,7.2103,7.0707,7.2202,7.0308,7.1903,-1.6634,27893.0,19872.852,-0.11959999999999926,四川,专用机械,20100708,
300092.SZ,科新机电,20200423,7.2003,7.1903,7.2701,7.0906,7.2003,-0.1389,37873.69,27283.656,-0.010000000000000675,四川,专用机械,20100708,
300092.SZ,科新机电,20200422,7.0607,7.2003,7.2502,7.0208,7.0407,2.2668,51753.24,37208.254,0.1596000000000002,四川,专用机械,20100708,
300092.SZ,科新机电,20200421,7.0607,7.0407,7.0806,6.951,7.1105,-0.9816,27722.22,19507.791,-0.06979999999999986,四川,专用机械,20100708,
300092.SZ,科新机电,20200420,7.1205,7.1105,7.1205,6.9809,7.1006,0.1394,37785.02,26663.979,0.00990000000000002,四川,专用机械,20100708,
300092.SZ,科新机电,20200417,7.0806,7.1006,7.2801,6.9909,7.0308,0.9928,47721.94,33906.483,0.06979999999999986,四川,专用机械,20100708,
300092.SZ,科新机电,20200416,6.9809,7.0308,7.0707,6.941,7.0108,0.2853,32684.0,22980.863,0.020000000000000462,四川,专用机械,20100708,
300092.SZ,科新机电,20200415,7.0208,7.0108,7.0208,6.8911,7.0008,0.1428,34024.66,23743.511,0.009999999999999787,四川,专用机械,20100708,
300092.SZ,科新机电,20200414,6.9111,7.0008,7.0008,6.8413,6.8712,1.8861,23357.0,16318.491,0.12959999999999994,四川,专用机械,20100708,
300092.SZ,科新机电,20200413,6.8213,6.8712,6.9011,6.7116,6.8213,0.7315,16005.07,10948.428,0.049900000000000055,四川,专用机械,20100708,
300092.SZ,科新机电,20200410,6.9211,6.8213,6.931,6.7715,6.9111,-1.2994,23190.15,15915.303,-0.08980000000000032,四川,专用机械,20100708,
300092.SZ,科新机电,20200409,6.941,6.9111,6.9709,6.8812,6.9011,0.1449,23445.02,16254.27,0.010000000000000675,四川,专用机械,20100708,
300092.SZ,科新机电,20200408,6.8014,6.9011,6.961,6.7615,6.8313,1.0218,29945.94,20643.482,0.06979999999999986,四川,专用机械,20100708,
300092.SZ,科新机电,20200407,6.7515,6.8313,6.8313,6.7116,6.6418,2.8531,29343.92,19967.79,0.18949999999999978,四川,专用机械,20100708,
300092.SZ,科新机电,20200403,6.6518,6.6418,6.7316,6.6019,6.6717,-0.4482,19710.75,13168.427,-0.029900000000000482,四川,专用机械,20100708,
300092.SZ,科新机电,20200402,6.5421,6.6717,6.6717,6.5122,6.582,1.3628,26731.91,17750.297,0.08970000000000056,四川,专用机械,20100708,
300092.SZ,科新机电,20200401,6.6817,6.582,6.7515,6.5421,6.6917,-1.6393,33196.92,22138.921,-0.10970000000000013,四川,专用机械,20100708,
300092.SZ,科新机电,20200331,6.7116,6.6917,6.8213,6.6319,6.6319,0.9017,41939.42,28234.838,0.059800000000000075,四川,专用机械,20100708,
300092.SZ,科新机电,20200330,6.951,6.6319,6.9909,6.5421,7.1305,-6.9925,69568.27,46717.681,-0.4985999999999997,四川,专用机械,20100708,
300092.SZ,科新机电,20200327,7.5394,7.1305,7.5992,7.1305,7.659,-6.9004,106506.3,78176.791,-0.5285000000000002,四川,专用机械,20100708,
300092.SZ,科新机电,20200326,7.6192,7.659,7.659,7.4696,7.6391,0.2605,67840.53,51187.831,0.019899999999999807,四川,专用机械,20100708,
300092.SZ,科新机电,20200325,7.669,7.6391,7.7388,7.4396,7.5493,1.1895,85760.56,65224.068,0.08980000000000032,四川,专用机械,20100708,
300092.SZ,科新机电,20200324,7.5793,7.5493,7.5892,7.2202,7.3998,2.0203,68933.5,51432.137,0.14949999999999974,四川,专用机械,20100708,
300092.SZ,科新机电,20200323,7.5394,7.3998,7.7488,7.3998,7.8086,-5.2353,86179.72,65651.328,-0.4088000000000003,四川,专用机械,20100708,
300092.SZ,科新机电,20200320,7.5693,7.8086,7.9383,7.4297,7.659,1.9533,129479.22,99091.213,0.1496000000000004,四川,专用机械,20100708,
300092.SZ,科新机电,20200319,7.2801,7.659,7.669,7.1604,7.3998,3.5028,168066.02,125713.829,0.2591999999999999,四川,专用机械,20100708,
300092.SZ,科新机电,20200318,6.9709,7.3998,7.7089,6.9709,7.0108,5.5486,186448.12,140012.595,0.38900000000000023,四川,专用机械,20100708,
300092.SZ,科新机电,20200317,7.1604,7.0108,7.2502,6.592,7.2601,-3.4338,59907.27,41716.821,-0.24930000000000074,四川,专用机械,20100708,
300092.SZ,科新机电,20200316,7.3499,7.2601,7.5095,7.0208,7.2601,0.0,78442.77,57438.378,0.0,四川,专用机械,20100708,
300092.SZ,科新机电,20200313,6.8612,7.2601,7.2901,6.582,7.1604,1.3924,52170.86,37058.164,0.09970000000000034,四川,专用机械,20100708,
300092.SZ,科新机电,20200312,7.0607,7.1604,7.3299,7.0507,7.2302,-0.9654,40834.76,29353.51,-0.06979999999999986,四川,专用机械,20100708,
300092.SZ,科新机电,20200311,7.32,7.2302,7.4197,7.1504,7.2202,0.1385,54007.66,39474.063,0.009999999999999787,四川,专用机械,20100708,
300092.SZ,科新机电,20200310,6.961,7.2202,7.2302,6.7814,7.0707,2.1144,45294.3,32076.753,0.14949999999999974,四川,专用机械,20100708,
300092.SZ,科新机电,20200309,7.31,7.0707,7.31,7.0407,7.3299,-3.5362,44819.7,32150.714,-0.2591999999999999,四川,专用机械,20100708,
300092.SZ,科新机电,20200306,7.2103,7.3299,7.3898,7.2003,7.3698,-0.5414,41798.83,30582.425,-0.03989999999999938,四川,专用机械,20100708,
300092.SZ,科新机电,20200305,7.2103,7.3698,7.3998,7.1903,7.2003,2.3541,66290.56,48659.646,0.16949999999999932,四川,专用机械,20100708,
300092.SZ,科新机电,20200304,7.0008,7.2003,7.2402,6.931,7.0308,2.4108,56994.51,40566.794,0.1695000000000002,四川,专用机械,20100708,
300092.SZ,科新机电,20200303,7.1405,7.0308,7.2302,6.961,7.0607,-0.4235,43898.0,31304.358,-0.029899999999999594,四川,专用机械,20100708,
300092.SZ,科新机电,20200302,6.7615,7.0607,7.0806,6.6917,6.6418,6.307,40702.62,28307.076,0.41889999999999983,四川,专用机械,20100708,
300092.SZ,科新机电,20200228,6.961,6.6418,7.0507,6.6418,7.1604,-7.2426,55199.68,37710.135,-0.5186000000000002,四川,专用机械,20100708,
300092.SZ,科新机电,20200227,7.0308,7.1604,7.2103,6.961,7.0407,1.7001,54756.16,39012.401,0.11969999999999992,四川,专用机械,20100708,
300092.SZ,科新机电,20200226,6.931,7.0407,7.32,6.8313,6.9909,0.7124,66772.33,47285.535,0.04980000000000029,四川,专用机械,20100708,
300092.SZ,科新机电,20200225,6.8712,6.9909,6.9909,6.6418,7.0108,-0.2838,54054.62,37095.267,-0.019899999999999807,四川,专用机械,20100708,
300092.SZ,科新机电,20200224,6.9211,7.0108,7.0607,6.9111,6.961,0.7154,41239.08,28888.162,0.0497999999999994,四川,专用机械,20100708,
300092.SZ,科新机电,20200221,6.961,6.961,7.0707,6.9011,6.931,0.4328,41697.0,29183.256,0.03000000000000025,四川,专用机械,20100708,
300092.SZ,科新机电,20200220,6.8213,6.931,6.961,6.8213,6.8213,1.6082,34794.0,24039.081,0.10970000000000013,四川,专用机械,20100708,
300092.SZ,科新机电,20200219,6.8712,6.8213,6.941,6.7914,6.8911,-1.0129,34316.62,23663.721,-0.06979999999999986,四川,专用机械,20100708,
300092.SZ,科新机电,20200218,6.7715,6.8911,6.9111,6.6917,6.7715,1.7662,42535.72,29102.534,0.11960000000000015,四川,专用机械,20100708,
300092.SZ,科新机电,20200217,6.5022,6.7715,6.8213,6.5022,6.5022,4.1417,34275.47,22991.232,0.26929999999999943,四川,专用机械,20100708,
300092.SZ,科新机电,20200214,6.4224,6.5022,6.572,6.4125,6.4424,0.9282,28722.88,18722.876,0.059800000000000075,四川,专用机械,20100708,
300092.SZ,科新机电,20200213,6.5521,6.4424,6.572,6.4224,6.5421,-1.524,24426.5,15881.542,-0.09969999999999946,四川,专用机械,20100708,
300092.SZ,科新机电,20200212,6.4224,6.5421,6.5521,6.4224,6.4623,1.2349,20489.25,13349.719,0.07979999999999965,四川,专用机械,20100708,
300092.SZ,科新机电,20200211,6.5321,6.4623,6.582,6.4623,6.5321,-1.0686,25297.91,16531.674,-0.06979999999999986,四川,专用机械,20100708,
300092.SZ,科新机电,20200210,6.3127,6.5321,6.5321,6.3127,6.3726,2.5029,29874.3,19343.344,0.15949999999999953,四川,专用机械,20100708,
300092.SZ,科新机电,20200207,6.3427,6.3726,6.3726,6.2529,6.3526,0.3148,31561.0,19994.387,0.020000000000000462,四川,专用机械,20100708,
300092.SZ,科新机电,20200206,6.2728,6.3526,6.3825,6.233,6.2728,1.2722,32253.0,20393.37,0.07979999999999965,四川,专用机械,20100708,
300092.SZ,科新机电,20200205,6.1731,6.2728,6.3726,6.1532,6.1432,2.1096,30786.91,19442.646,0.12959999999999994,四川,专用机械,20100708,
300092.SZ,科新机电,20200204,5.7044,6.1432,6.233,5.7044,6.3327,-2.9924,46831.69,28661.57,-0.18949999999999978,四川,专用机械,20100708,
