数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
688208.SH,道通科技,20200618,50.7,49.96,50.7,49.18,50.31,-0.6957,11589.92,57692.535,-0.3500000000000014,深圳,汽车配件,20200213,
688208.SH,道通科技,20200617,52.0,50.31,52.43,49.92,51.39,-2.1016,13346.65,67451.473,-1.0799999999999983,深圳,汽车配件,20200213,
688208.SH,道通科技,20200616,49.3,51.39,51.88,49.06,48.87,5.1565,18433.72,93906.964,2.520000000000003,深圳,汽车配件,20200213,
688208.SH,道通科技,20200615,49.6,48.87,50.94,48.67,49.63,-1.5313,14431.73,71858.848,-0.7600000000000051,深圳,汽车配件,20200213,
688208.SH,道通科技,20200612,48.95,49.63,50.17,48.22,50.14,-1.0172,11842.72,58482.926,-0.509999999999998,深圳,汽车配件,20200213,
688208.SH,道通科技,20200611,50.69,50.14,52.38,50.0,50.85,-1.3963,18173.76,92743.457,-0.7100000000000009,深圳,汽车配件,20200213,
688208.SH,道通科技,20200610,52.24,50.85,52.58,49.88,52.3,-2.7725,25383.1,128616.183,-1.4499999999999957,深圳,汽车配件,20200213,
688208.SH,道通科技,20200609,54.1,52.3,54.88,50.71,55.1,-5.0817,39134.56,207007.358,-2.8000000000000043,深圳,汽车配件,20200213,
688208.SH,道通科技,20200608,56.82,55.1,59.88,54.81,54.81,0.5291,49766.48,287339.683,0.28999999999999915,深圳,汽车配件,20200213,
688208.SH,道通科技,20200605,55.28,54.81,56.16,54.07,55.3,-0.8861,17724.08,97248.047,-0.4899999999999949,深圳,汽车配件,20200213,
688208.SH,道通科技,20200604,52.9,55.3,55.96,52.11,52.62,5.0931,36992.07,202261.073,2.6799999999999997,深圳,汽车配件,20200213,
688208.SH,道通科技,20200603,52.8,52.62,53.9,52.12,53.04,-0.7919,23813.16,125827.127,-0.4200000000000017,深圳,汽车配件,20200213,
688208.SH,道通科技,20200602,54.0,53.04,54.9,52.69,54.42,-2.5358,31787.94,170602.447,-1.3800000000000026,深圳,汽车配件,20200213,
688208.SH,道通科技,20200601,53.25,54.42,56.0,50.99,53.08,2.5245,55416.1,295595.233,1.3400000000000034,深圳,汽车配件,20200213,
688208.SH,道通科技,20200529,52.55,53.08,56.18,51.85,53.5,-0.785,55568.79,304896.798,-0.4200000000000017,深圳,汽车配件,20200213,
688208.SH,道通科技,20200528,53.9,53.5,54.8,51.05,54.16,-1.2186,50440.22,267201.411,-0.6599999999999966,深圳,汽车配件,20200213,
688208.SH,道通科技,20200527,49.7,54.16,54.7,49.51,49.9,8.5371,69785.92,368373.768,4.259999999999998,深圳,汽车配件,20200213,
688208.SH,道通科技,20200526,48.0,49.9,50.75,47.21,48.22,3.484,46585.75,228447.877,1.6799999999999997,深圳,汽车配件,20200213,
688208.SH,道通科技,20200525,46.76,48.22,48.68,45.0,47.0,2.5957,42064.09,198654.292,1.2199999999999989,深圳,汽车配件,20200213,
688208.SH,道通科技,20200522,45.75,47.0,47.45,44.09,46.35,1.4024,56927.74,264135.704,0.6499999999999986,深圳,汽车配件,20200213,
688208.SH,道通科技,20200521,44.68,46.35,47.78,44.68,43.7,6.0641,70329.71,327892.385,2.6499999999999986,深圳,汽车配件,20200213,
688208.SH,道通科技,20200520,42.1,43.7,45.2,42.1,42.2,3.5545,39329.84,173022.937,1.5,深圳,汽车配件,20200213,
688208.SH,道通科技,20200519,40.81,42.2,42.45,40.32,40.1,5.2369,25838.62,107203.171,2.1000000000000014,深圳,汽车配件,20200213,
688208.SH,道通科技,20200518,42.12,40.1,42.5,39.75,42.12,-4.7958,25214.01,102570.191,-2.019999999999996,深圳,汽车配件,20200213,
688208.SH,道通科技,20200515,41.67,42.12,42.42,41.67,41.46,1.5919,18823.25,79156.41,0.6599999999999966,深圳,汽车配件,20200213,
688208.SH,道通科技,20200514,42.61,41.46,44.43,41.41,42.98,-3.5365,30815.51,132587.158,-1.519999999999996,深圳,汽车配件,20200213,
688208.SH,道通科技,20200513,42.44,42.98,44.27,41.99,42.04,2.236,27136.25,117639.464,0.9399999999999977,深圳,汽车配件,20200213,
688208.SH,道通科技,20200512,42.78,42.04,43.28,41.18,43.29,-2.8875,24485.86,102776.813,-1.25,深圳,汽车配件,20200213,
688208.SH,道通科技,20200511,42.2894,43.3003,45.4708,41.8731,41.8434,3.4818,43792.71,193165.183,1.4568999999999974,深圳,汽车配件,20200213,
688208.SH,道通科技,20200508,40.8523,41.8434,41.9128,40.1586,40.1586,4.1954,33435.04,139783.299,1.6848000000000027,深圳,汽车配件,20200213,
688208.SH,道通科技,20200507,41.7245,40.1586,42.111,40.1288,41.7245,-3.753,28846.31,119548.545,-1.5658999999999992,深圳,汽车配件,20200213,
688208.SH,道通科技,20200506,36.7195,41.7245,42.4678,36.4718,37.3736,11.6416,40960.18,164766.402,4.350899999999996,深圳,汽车配件,20200213,
688208.SH,道通科技,20200430,35.669,37.3736,37.6016,35.4807,35.1833,6.2254,21070.11,78311.948,2.1903000000000006,深圳,汽车配件,20200213,
688208.SH,道通科技,20200429,35.5699,35.1833,36.4618,35.1338,35.223,-0.1127,12772.93,45977.163,-0.039699999999996294,深圳,汽车配件,20200213,
688208.SH,道通科技,20200428,39.1378,35.223,39.1378,32.7156,39.0882,-9.8884,31034.22,111010.127,-3.8652000000000015,深圳,汽车配件,20200213,
688208.SH,道通科技,20200427,39.7721,39.0882,40.6244,39.0882,39.8414,-1.8905,13594.74,54523.48,-0.7531999999999996,深圳,汽车配件,20200213,
688208.SH,道通科技,20200424,38.8404,39.8414,40.6343,38.8404,39.0287,2.0823,22553.07,90691.09,0.8126999999999995,深圳,汽车配件,20200213,
688208.SH,道通科技,20200423,38.2755,39.0287,39.2468,38.2557,38.553,1.2339,16849.47,66024.74,0.47570000000000334,深圳,汽车配件,20200213,
688208.SH,道通科技,20200422,38.107,38.553,38.6026,37.6412,38.2854,0.699,13753.56,52709.481,0.2675999999999945,深圳,汽车配件,20200213,
688208.SH,道通科技,20200421,38.999,38.2854,38.999,38.226,39.1675,-2.2521,10290.94,39979.422,-0.8820999999999941,深圳,汽车配件,20200213,
688208.SH,道通科技,20200420,38.6521,39.1675,39.2369,38.5233,38.6918,1.2295,12336.34,48522.688,0.47569999999999624,深圳,汽车配件,20200213,
