数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
002905.SZ,金逸影视,20200618,9.62,9.65,9.74,9.5,9.67,-0.2068,71143.24,68435.429,-0.019999999999999574,广东,影视音像,20171016,
002905.SZ,金逸影视,20200617,9.73,9.67,9.81,9.55,9.84,-1.7276,75465.0,72877.981,-0.16999999999999993,广东,影视音像,20171016,
002905.SZ,金逸影视,20200616,9.7,9.84,9.89,9.62,9.73,1.1305,93541.68,91196.194,0.10999999999999943,广东,影视音像,20171016,
002905.SZ,金逸影视,20200615,10.4,9.73,10.4,9.68,10.69,-8.9804,166578.82,165886.307,-0.9599999999999991,广东,影视音像,20171016,
002905.SZ,金逸影视,20200612,10.62,10.69,10.87,10.4,10.88,-1.7463,71483.32,76093.16,-0.19000000000000128,广东,影视音像,20171016,
002905.SZ,金逸影视,20200611,10.9,10.88,11.02,10.66,10.86,0.1842,82013.09,88965.967,0.02000000000000135,广东,影视音像,20171016,
002905.SZ,金逸影视,20200610,10.85,10.86,10.98,10.53,10.8,0.5556,101627.35,109798.923,0.05999999999999872,广东,影视音像,20171016,
002905.SZ,金逸影视,20200609,10.98,10.8,11.15,10.72,11.0,-1.8182,115912.88,126250.614,-0.1999999999999993,广东,影视音像,20171016,
002905.SZ,金逸影视,20200608,11.1,11.0,11.31,10.61,11.5,-4.3478,221591.49,241959.332,-0.5,广东,影视音像,20171016,
002905.SZ,金逸影视,20200605,11.0,11.5,12.11,10.84,11.01,4.4505,278320.1,324275.924,0.4900000000000002,广东,影视音像,20171016,
002905.SZ,金逸影视,20200604,10.71,11.01,11.11,10.68,10.76,2.3234,130027.05,142400.444,0.25,广东,影视音像,20171016,
002905.SZ,金逸影视,20200603,10.58,10.76,10.93,10.52,10.49,2.5739,132143.65,141946.113,0.2699999999999996,广东,影视音像,20171016,
002905.SZ,金逸影视,20200602,10.46,10.49,10.78,10.36,10.45,0.3828,122435.03,129260.176,0.040000000000000924,广东,影视音像,20171016,
002905.SZ,金逸影视,20200601,10.29,10.45,10.55,10.09,10.0,4.5,144132.0,149489.374,0.4499999999999993,广东,影视音像,20171016,
002905.SZ,金逸影视,20200529,9.74,10.0,10.2,9.73,9.84,1.626,71448.09,71326.667,0.16000000000000014,广东,影视音像,20171016,
002905.SZ,金逸影视,20200528,10.05,9.84,10.24,9.8,10.19,-3.4347,85587.02,85264.033,-0.34999999999999964,广东,影视音像,20171016,
002905.SZ,金逸影视,20200527,10.11,10.19,10.47,9.88,10.11,0.7913,114333.92,117218.506,0.08000000000000007,广东,影视音像,20171016,
002905.SZ,金逸影视,20200526,10.12,10.11,10.35,9.95,10.08,0.2976,75856.02,76925.36,0.02999999999999936,广东,影视音像,20171016,
002905.SZ,金逸影视,20200525,10.17,10.08,10.2,9.86,10.18,-0.9823,86466.29,86541.823,-0.09999999999999964,广东,影视音像,20171016,
002905.SZ,金逸影视,20200522,9.88,10.18,10.35,9.7,9.84,3.4553,137489.68,137948.123,0.33999999999999986,广东,影视音像,20171016,
002905.SZ,金逸影视,20200521,9.73,9.84,9.95,9.55,9.72,1.2346,62718.04,61308.304,0.11999999999999922,广东,影视音像,20171016,
002905.SZ,金逸影视,20200520,9.6642,9.7211,9.8207,9.4791,9.5574,1.7128,39468.84,53857.383,0.1637000000000004,广东,影视音像,20171016,
002905.SZ,金逸影视,20200519,9.5503,9.5574,9.593,9.4151,9.3795,1.8967,22066.67,29531.937,0.17789999999999928,广东,影视音像,20171016,
002905.SZ,金逸影视,20200518,9.5503,9.3795,9.6072,9.1873,9.657,-2.8736,34001.8,45036.207,-0.27749999999999986,广东,影视音像,20171016,
002905.SZ,金逸影视,20200515,9.8421,9.657,9.8705,9.6072,9.8349,-1.8089,47059.0,64139.937,-0.17789999999999928,广东,影视音像,20171016,
002905.SZ,金逸影视,20200514,9.6357,9.8349,10.141,9.4578,9.6357,2.0673,62736.6,86816.456,0.19919999999999938,广东,影视音像,20171016,
002905.SZ,金逸影视,20200513,9.8492,9.6357,9.9203,9.6072,9.9488,-3.1471,50553.43,68970.687,-0.3131000000000004,广东,影视音像,20171016,
002905.SZ,金逸影视,20200512,9.6926,9.9488,10.0342,9.6143,9.6855,2.7185,70155.37,97460.59,0.263300000000001,广东,影视音像,20171016,
002905.SZ,金逸影视,20200511,10.1837,9.6855,10.3758,9.6784,9.8563,-1.7329,110259.88,154944.894,-0.17079999999999984,广东,影视音像,20171016,
