数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
601086.SH,国芳集团,20200618,4.81,4.82,4.83,4.76,4.8,0.4167,36165.0,17344.145,0.020000000000000462,甘肃,百货,20170929,
601086.SH,国芳集团,20200617,4.83,4.8,4.85,4.74,4.85,-1.0309,54790.0,26217.26,-0.04999999999999982,甘肃,百货,20170929,
601086.SH,国芳集团,20200616,4.84,4.85,4.87,4.79,4.83,0.4141,50492.0,24385.579,0.019999999999999574,甘肃,百货,20170929,
601086.SH,国芳集团,20200615,4.78,4.83,4.99,4.75,4.77,1.2579,74656.0,36367.347,0.0600000000000005,甘肃,百货,20170929,
601086.SH,国芳集团,20200612,4.7,4.77,4.84,4.68,4.8,-0.625,57719.0,27448.435,-0.03000000000000025,甘肃,百货,20170929,
601086.SH,国芳集团,20200611,4.91,4.8,4.91,4.78,4.91,-2.2403,70092.0,33856.582,-0.11000000000000032,甘肃,百货,20170929,
601086.SH,国芳集团,20200610,4.82,4.91,4.94,4.81,4.84,1.4463,70027.0,34303.068,0.07000000000000028,甘肃,百货,20170929,
601086.SH,国芳集团,20200609,4.81,4.84,4.85,4.79,4.81,0.6237,57184.0,27562.292,0.03000000000000025,甘肃,百货,20170929,
601086.SH,国芳集团,20200608,5.0,4.81,5.02,4.81,5.0,-3.8,122209.0,59436.762,-0.1900000000000004,甘肃,百货,20170929,
601086.SH,国芳集团,20200605,5.19,5.0,5.23,4.96,5.23,-4.3977,178001.99,89749.096,-0.23000000000000043,甘肃,百货,20170929,
601086.SH,国芳集团,20200604,5.12,5.23,5.42,5.03,5.07,3.1558,257113.99,135509.744,0.16000000000000014,甘肃,百货,20170929,
601086.SH,国芳集团,20200603,5.03,5.07,5.19,4.96,5.05,0.396,143449.24,72467.281,0.020000000000000462,甘肃,百货,20170929,
601086.SH,国芳集团,20200602,4.96,5.05,5.29,4.91,4.93,2.4341,179383.2,91237.547,0.1200000000000001,甘肃,百货,20170929,
601086.SH,国芳集团,20200601,4.76,4.93,5.03,4.75,4.76,3.5714,140396.74,68917.963,0.16999999999999993,甘肃,百货,20170929,
601086.SH,国芳集团,20200529,4.74,4.76,4.81,4.73,4.77,-0.2096,34313.66,16359.468,-0.009999999999999787,甘肃,百货,20170929,
601086.SH,国芳集团,20200528,4.78,4.77,4.78,4.7,4.78,-0.2092,48188.0,22838.811,-0.010000000000000675,甘肃,百货,20170929,
601086.SH,国芳集团,20200527,4.9,4.78,4.9,4.76,4.94,-3.2389,75139.99,36258.38,-0.16000000000000014,甘肃,百货,20170929,
601086.SH,国芳集团,20200526,4.81,4.94,4.98,4.77,4.83,2.2774,149397.65,73103.524,0.11000000000000032,甘肃,百货,20170929,
601086.SH,国芳集团,20200525,4.7,4.83,4.85,4.68,4.66,3.6481,56424.96,26934.49,0.16999999999999993,甘肃,百货,20170929,
601086.SH,国芳集团,20200522,4.74,4.66,4.79,4.64,4.76,-2.1008,38722.0,18254.923,-0.09999999999999964,甘肃,百货,20170929,
601086.SH,国芳集团,20200521,4.68,4.76,4.82,4.63,4.64,2.5862,66731.99,31660.453,0.1200000000000001,甘肃,百货,20170929,
601086.SH,国芳集团,20200520,4.69,4.64,4.7,4.62,4.72,-1.6949,46182.0,21492.461,-0.08000000000000007,甘肃,百货,20170929,
601086.SH,国芳集团,20200519,4.72,4.72,4.75,4.67,4.67,1.0707,39173.0,18434.997,0.04999999999999982,甘肃,百货,20170929,
601086.SH,国芳集团,20200518,4.75,4.67,4.75,4.65,4.73,-1.2685,40941.0,19230.41,-0.0600000000000005,甘肃,百货,20170929,
601086.SH,国芳集团,20200515,4.84,4.73,4.88,4.71,4.82,-1.8672,47041.0,22511.854,-0.08999999999999986,甘肃,百货,20170929,
601086.SH,国芳集团,20200514,5.04,4.82,5.04,4.79,5.01,-3.7924,73998.0,36086.707,-0.1899999999999995,甘肃,百货,20170929,
601086.SH,国芳集团,20200513,5.03,5.01,5.08,5.0,5.05,-0.7921,97164.0,48986.474,-0.040000000000000036,甘肃,百货,20170929,
601086.SH,国芳集团,20200512,5.01,5.05,5.07,4.95,5.0,1.0,64519.74,32331.208,0.04999999999999982,甘肃,百货,20170929,
601086.SH,国芳集团,20200511,4.8,5.0,5.05,4.8,4.8,4.1667,140139.7,69602.539,0.20000000000000018,甘肃,百货,20170929,
601086.SH,国芳集团,20200508,4.71,4.8,4.86,4.71,4.73,1.4799,51937.0,24819.416,0.0699999999999994,甘肃,百货,20170929,
601086.SH,国芳集团,20200507,4.62,4.73,4.75,4.61,4.62,2.381,50636.75,23748.281,0.11000000000000032,甘肃,百货,20170929,
601086.SH,国芳集团,20200506,4.55,4.62,4.63,4.53,4.59,0.6536,29510.74,13569.394,0.03000000000000025,甘肃,百货,20170929,
