数据由w0x7ce整理
股票代码,股票名称,交易日期,开盘价,收盘价,最高价,最低价,前收盘价,复权因子,成交量,成交额,波动,地区,行业,上市日期,退市日期
300792.SZ,壹网壹创,20200618,177.64,181.0,181.58,176.93,179.8,0.6674,7260.36,130473.393,1.1999999999999886,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200617,188.0,179.8,188.0,178.0,186.06,-3.3645,12532.3,227337.589,-6.259999999999991,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200616,185.08,186.06,187.62,182.53,182.11,2.169,9907.8,183433.306,3.9499999999999886,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200615,178.0,182.11,188.33,177.5,180.6,0.8361,12783.32,235426.815,1.5100000000000193,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200612,170.0,180.6,181.2,170.0,177.11,1.9705,13677.33,243646.649,3.4899999999999807,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200611,183.16,177.11,183.98,174.78,182.19,-2.7883,16526.94,295135.581,-5.079999999999984,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200610,179.0,182.19,182.99,175.01,177.95,2.3827,9773.77,174946.458,4.240000000000009,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200609,174.03,177.95,180.88,170.52,175.98,1.1194,11659.07,206238.836,1.9699999999999989,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200608,186.23,175.98,187.35,172.4,185.51,-5.1372,18939.85,337267.109,-9.530000000000001,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200605,181.0,185.51,188.09,179.28,181.09,2.4408,19154.98,353168.459,4.4199999999999875,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200604,180.01,181.09,187.5,180.01,184.0,-1.5815,11056.43,201923.973,-2.9099999999999966,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200603,184.17,184.0,184.99,178.0,186.34,-1.2558,15237.49,276596.75,-2.3400000000000034,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200602,196.0,186.34,196.44,178.1,195.56,-4.7147,23975.84,447102.496,-9.219999999999999,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200601,196.12,195.56,202.98,192.78,194.48,0.5553,21390.36,420716.728,1.0800000000000125,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200529,192.05,194.48,197.87,186.51,194.48,0.0,14532.24,281074.15,0.0,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200528,186.65,194.48,198.0,186.47,191.6,1.5031,11659.01,223973.017,2.8799999999999955,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200527,202.61,191.6,207.49,191.0,208.46,-8.0879,19339.31,383916.136,-16.860000000000014,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200526,188.3657,208.4377,208.4377,186.1551,189.4903,9.9991,9189.2,331538.791,18.947400000000016,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200525,187.7784,189.4903,193.3518,184.9307,186.7036,1.4926,5684.45,193795.762,2.786699999999996,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200522,188.1496,186.7036,204.9861,178.3934,187.8116,-0.59,8683.37,298358.021,-1.108000000000004,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200521,188.6482,187.8116,196.1219,184.7922,191.4183,-1.8842,6540.83,223868.024,-3.6066999999999894,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200520,211.6343,191.4183,216.0886,191.4183,212.687,-10.0,10428.18,376440.538,-21.268700000000024,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200519,195.0194,212.687,212.687,193.9114,193.3518,10.0,6632.35,246433.562,19.335200000000015,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200518,191.1357,193.3518,199.4404,188.4211,191.4681,0.9838,6073.94,212221.854,1.8837000000000046,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200515,188.3657,191.4681,194.349,186.1496,188.1884,1.7428,5381.0,184470.939,3.279699999999991,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200514,188.6371,188.1884,191.1302,182.8753,188.9197,-0.3871,7457.51,252137.385,-0.7313000000000045,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200513,171.4737,188.9197,188.9197,169.036,171.7452,10.0,11355.56,370537.138,17.174499999999995,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200512,158.1717,171.7452,174.5042,154.0166,159.2798,7.8261,11284.03,336421.068,12.465400000000017,浙江,互联网,20190927,
300792.SZ,壹网壹创,20200511,161.2742,159.2798,167.0859,156.9529,160.7645,-0.9235,7088.9,206856.737,-1.4847000000000037,浙江,互联网,20190927,
